"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"result.28",1,0.753,0.753,2,2,1,1,0,0,0,0,0,0,1,0.706,0.706,2,2,1,1,0,0,0,0,0,0
"result.29",1,0.707,0.707,2,2,1,1,0,0,0,0,0,0,1,0.771,0.771,2,2,1,1,0,0,0,0,0,0
"result.30",1,0.815,0.815,2,2,1,1,0,0,0,0,0,0,1,0.826,0.826,2,2,1,1,0,0,0,0,0,0
"result.31",1,0.824,0.824,2,2,1,1,0,0,0,0,0,0,1,0.771,0.771,2,2,1,1,0,0,0,0,0,0
"result.32",1,0.837,0.837,2,2,1,1,0,0,0,0,0,0,1,0.737,0.737,2,2,1,1,0,0,0,0,0,0
"result.33",1,0.556,0.556,2,2,1,1,0,0,0,0,0,0,1,0.431,0.431,2,2,1,1,0,0,0,0,0,0
"result.34",1,0.834,0.834,2,2,1,1,0,0,0,0,0,0,1,0.858,0.858,2,2,1,1,0,0,0,0,0,0
"result.35",1,0.823,0.823,2,2,1,1,0,0,0,0,0,0,1,0.744,0.744,2,2,1,1,0,0,0,0,0,0
"result.36",1,0.859,0.859,2,2,1,1,0,0,0,0,0,0,1,0.804,0.804,2,2,1,1,0,0,0,0,0,0
"result.37",1,0.792,0.792,2,2,1,1,0,0,0,0,0,0,1,0.711,0.711,2,2,1,1,0,0,0,0,0,0
"result.38",1,0.807,0.807,2,2,1,1,0,0,0,0,0,0,1,0.758,0.758,2,2,1,1,0,0,0,0,0,0
"result.39",1,0.825,0.825,2,2,1,1,0,0,0,0,0,0,1,0.783,0.783,2,2,1,1,0,0,0,0,0,0
"result.40",1,0.692,0.692,2,2,1,1,0,0,0,0,0,0,1,0.779,0.779,2,2,1,1,0,0,0,0,0,0
"result.41",1,0.787,0.787,2,2,1,1,0,0,0,0,0,0,1,0.788,0.788,2,2,1,1,0,0,0,0,0,0
"result.42",1,0.85,0.85,2,2,1,1,0,0,0,0,0,0,1,0.857,0.857,2,2,1,1,0,0,0,0,0,0
"result.43",1,0.762,0.762,2,2,1,1,0,0,0,0,0,0,1,0.796,0.796,2,2,1,1,0,0,0,0,0,0
"result.44",1,0.821,0.821,2,2,1,1,0,0,0,0,0,0,1,0.851,0.851,2,2,1,1,0,0,0,0,0,0
"result.45",1,0.705,0.705,2,2,1,1,0,0,0,0,0,0,1,0.842,0.842,2,2,1,1,0,0,0,0,0,0
"result.46",1,0.753,0.753,2,2,1,1,0,0,0,0,0,0,1,0.855,0.855,2,2,1,1,0,0,0,0,0,0
"result.47",1,0.755,0.755,2,2,1,1,0,0,0,0,0,0,1,0.839,0.839,2,2,1,1,0,0,0,0,0,0
"result.48",1,0.846,0.846,2,2,1,1,0,0,0,0,0,0,0,0.004,0.821,2,2,1,2,0,0,0,0,0,0
"result.49",1,0.82,0.82,2,2,1,1,0,0,0,0,0,0,1,0.765,0.765,2,2,1,1,0,0,0,0,0,0
"result.50",1,0.79,0.79,2,2,1,1,0,0,0,0,0,0,1,0.719,0.719,2,2,1,1,0,0,0,0,0,0
"result.51",1,0.834,0.834,2,2,1,1,0,0,0,0,0,0,1,0.861,0.861,2,2,1,1,0,0,0,0,0,0
"result.52",0,0.087,0.257,2,2,1,1,0,0,1,0,0,0,1,0.598,0.598,2,2,1,1,0,0,0,0,0,0
"result.53",1,0.776,0.776,2,2,1,1,0,0,0,0,0,0,1,0.611,0.611,2,2,1,1,0,0,0,0,0,0
"result.54",1,0.755,0.755,2,2,1,1,0,0,0,0,0,0,1,0.761,0.761,2,2,1,1,0,0,0,0,0,0
"result.55",0,0.023,0.817,2,2,2,1,0,0,0,0,0,0,1,0.745,0.745,2,2,1,1,0,0,0,0,0,0
"result.56",1,0.442,0.442,2,2,1,1,0,0,0,0,0,0,1,0.739,0.739,2,2,1,1,0,0,0,0,0,0
"result.57",1,0.766,0.766,2,2,1,1,0,0,0,0,0,0,1,0.752,0.752,2,2,1,1,0,0,0,0,0,0
"result.58",1,0.728,0.728,2,2,1,1,0,0,0,0,0,0,1,0.776,0.776,2,2,1,1,0,0,0,0,0,0
"result.59",1,0.815,0.815,2,2,1,1,0,0,0,0,0,0,1,0.52,0.52,2,2,1,1,0,0,0,0,0,0
"result.60",1,0.845,0.845,2,2,1,1,0,0,0,0,0,0,1,0.693,0.693,2,2,1,1,0,0,0,0,0,0
"result.61",1,0.794,0.794,2,2,1,1,0,0,0,0,0,0,1,0.768,0.768,2,2,1,1,0,0,0,0,0,0
"result.62",1,0.718,0.718,2,2,1,1,0,0,0,0,0,0,0,0.265,0.495,2,2,1,1,0,1,0,0,0,0
"result.63",1,0.661,0.661,2,2,1,1,0,0,0,0,0,0,1,0.832,0.832,2,2,1,1,0,0,0,0,0,0
"result.64",1,0.499,0.499,2,2,1,1,0,0,0,0,0,0,0,0.096,0.729,2,2,2,1,0,0,0,0,0,0
"result.65",1,0.802,0.802,2,2,1,1,0,0,0,0,0,0,0,0,0.631,2,1,1,1,0,0,0,0,0,0
"result.66",1,0.719,0.719,2,2,1,1,0,0,0,0,0,0,1,0.768,0.768,2,2,1,1,0,0,0,0,0,0
"result.67",1,0.824,0.824,2,2,1,1,0,0,0,0,0,0,0,0.094,0.714,2,2,1,2,0,0,0,0,0,0
"result.68",1,0.838,0.838,2,2,1,1,0,0,0,0,0,0,0,0.004,0.584,2,2,1,1,0,0,0,0,0,2
"result.69",1,0.814,0.814,2,2,1,1,0,0,0,0,0,0,1,0.42,0.42,2,2,1,1,0,0,0,0,0,0
"result.70",1,0.762,0.762,2,2,1,1,0,0,0,0,0,0,1,0.733,0.733,2,2,1,1,0,0,0,0,0,0
"result.71",1,0.678,0.678,2,2,1,1,0,0,0,0,0,0,1,0.77,0.77,2,2,1,1,0,0,0,0,0,0
"result.72",1,0.695,0.695,2,2,1,1,0,0,0,0,0,0,1,0.782,0.782,2,2,1,1,0,0,0,0,0,0
"result.73",1,0.743,0.743,2,2,1,1,0,0,0,0,0,0,1,0.804,0.804,2,2,1,1,0,0,0,0,0,0
"result.74",1,0.778,0.778,2,2,1,1,0,0,0,0,0,0,1,0.823,0.823,2,2,1,1,0,0,0,0,0,0
"result.75",1,0.772,0.772,2,2,1,1,0,0,0,0,0,0,0,0.001,0.722,2,1,1,1,0,0,0,0,0,0
"result.76",1,0.643,0.643,2,2,1,1,0,0,0,0,0,0,1,0.833,0.833,2,2,1,1,0,0,0,0,0,0
"result.77",1,0.847,0.847,2,2,1,1,0,0,0,0,0,0,1,0.792,0.792,2,2,1,1,0,0,0,0,0,0
"result.78",1,0.784,0.784,2,2,1,1,0,0,0,0,0,0,1,0.822,0.822,2,2,1,1,0,0,0,0,0,0
"result.79",1,0.812,0.812,2,2,1,1,0,0,0,0,0,0,1,0.707,0.707,2,2,1,1,0,0,0,0,0,0
"result.80",1,0.787,0.787,2,2,1,1,0,0,0,0,0,0,1,0.709,0.709,2,2,1,1,0,0,0,0,0,0
"result.81",1,0.735,0.735,2,2,1,1,0,0,0,0,0,0,0,0,0.786,2,1,1,1,0,0,0,0,0,0
"result.82",1,0.809,0.809,2,2,1,1,0,0,0,0,0,0,1,0.843,0.843,2,2,1,1,0,0,0,0,0,0
"result.83",1,0.78,0.78,2,2,1,1,0,0,0,0,0,0,0,0.001,0.569,1,2,1,1,0,0,0,0,0,0
"result.84",1,0.793,0.793,2,2,1,1,0,0,0,0,0,0,1,0.616,0.616,2,2,1,1,0,0,0,0,0,0
"result.85",1,0.715,0.715,2,2,1,1,0,0,0,0,0,0,1,0.847,0.847,2,2,1,1,0,0,0,0,0,0
"result.86",1,0.691,0.691,2,2,1,1,0,0,0,0,0,0,1,0.437,0.437,2,2,1,1,0,0,0,0,0,0
"result.87",1,0.591,0.591,2,2,1,1,0,0,0,0,0,0,1,0.722,0.722,2,2,1,1,0,0,0,0,0,0
"result.88",1,0.798,0.798,2,2,1,1,0,0,0,0,0,0,1,0.829,0.829,2,2,1,1,0,0,0,0,0,0
"result.89",1,0.571,0.571,2,2,1,1,0,0,0,0,0,0,0,0.001,0.771,1,2,1,1,0,0,0,0,0,0
"result.90",1,0.744,0.744,2,2,1,1,0,0,0,0,0,0,1,0.805,0.805,2,2,1,1,0,0,0,0,0,0
"result.91",1,0.809,0.809,2,2,1,1,0,0,0,0,0,0,0,0.001,0.588,1,2,1,1,0,0,0,0,0,0
"result.92",1,0.765,0.765,2,2,1,1,0,0,0,0,0,0,1,0.755,0.755,2,2,1,1,0,0,0,0,0,0
"result.93",0,0.213,0.55,2,2,1,1,0,0,0,2,0,0,1,0.797,0.797,2,2,1,1,0,0,0,0,0,0
"result.94",1,0.82,0.82,2,2,1,1,0,0,0,0,0,0,1,0.709,0.709,2,2,1,1,0,0,0,0,0,0
"result.95",1,0.823,0.823,2,2,1,1,0,0,0,0,0,0,1,0.797,0.797,2,2,1,1,0,0,0,0,0,0
"result.96",1,0.708,0.708,2,2,1,1,0,0,0,0,0,0,1,0.779,0.779,2,2,1,1,0,0,0,0,0,0
"result.97",0,0.358,0.5,2,2,2,1,0,0,0,0,0,0,1,0.852,0.852,2,2,1,1,0,0,0,0,0,0
"result.98",1,0.818,0.818,2,2,1,1,0,0,0,0,0,0,0,0.001,0.658,2,1,1,1,0,0,0,0,0,0
"result.99",1,0.695,0.695,2,2,1,1,0,0,0,0,0,0,1,0.806,0.806,2,2,1,1,0,0,0,0,0,0
"result.100",1,0.645,0.645,2,2,1,1,0,0,0,0,0,0,1,0.807,0.807,2,2,1,1,0,0,0,0,0,0
