"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"result.39",0,0.147,0.34,2,1,1,1,0,0,0,0,0,0,1,0.692,0.692,2,2,1,1,0,0,0,0,0,0
"result.40",0,0,0.304,1,1,1,1,0,0,1,0,0,0,0,0.304,0.486,2,2,1,0,0,0,0,0,0,0
"result.41",0,0.001,0.156,1,1,0,0,0,0,0,0,0,0,1,0.383,0.383,2,2,1,1,0,0,0,0,0,0
"result.42",0,0.079,0.086,2,1,1,1,0,0,0,0,0,0,0,0.11,0.288,1,2,1,1,0,0,0,0,0,0
"result.43",0,0.109,0.259,2,2,1,0,0,0,0,0,0,0,0,0.216,0.296,2,2,1,1,0,0,0,0,1,0
"result.44",0,0,0.624,2,0,0,0,0,0,0,0,0,0,1,0.622,0.622,2,2,1,1,0,0,0,0,0,0
"result.45",0,0,0.317,1,1,0,1,0,0,0,0,0,0,1,0.509,0.509,2,2,1,1,0,0,0,0,0,0
"result.46",0,0.001,0.18,2,1,1,1,0,0,0,1,0,0,1,0.758,0.758,2,2,1,1,0,0,0,0,0,0
"result.47",0,0.002,0.143,1,1,1,1,1,0,0,0,0,0,1,0.656,0.656,2,2,1,1,0,0,0,0,0,0
"result.48",1,0.396,0.396,2,2,1,1,0,0,0,0,0,0,1,0.635,0.635,2,2,1,1,0,0,0,0,0,0
"result.49",0,0.001,0.36,2,1,0,0,0,0,0,0,0,0,0,0.006,0.634,2,1,1,1,0,0,0,0,0,0
"result.50",1,0.461,0.461,2,2,1,1,0,0,0,0,0,0,1,0.758,0.758,2,2,1,1,0,0,0,0,0,0
"result.51",0,0.009,0.324,2,1,1,0,0,0,0,0,0,0,0,0.011,0.28,1,1,1,1,0,0,0,0,0,0
"result.52",0,0.071,0.176,2,1,1,1,0,0,0,0,0,0,1,0.646,0.646,2,2,1,1,0,0,0,0,0,0
"result.53",0,0.001,0.134,0,1,0,1,0,0,0,0,0,0,1,0.264,0.264,2,2,1,1,0,0,0,0,0,0
"result.54",0,0.001,0.206,1,2,1,1,0,0,0,0,0,1,1,0.211,0.211,2,2,1,1,0,0,0,0,0,0
"result.55",1,0.326,0.326,2,2,1,1,0,0,0,0,0,0,1,0.68,0.68,2,2,1,1,0,0,0,0,0,0
"result.56",0,0,0.218,2,1,1,0,0,0,0,0,1,0,1,0.543,0.543,2,2,1,1,0,0,0,0,0,0
"result.57",0,0,0.24,2,1,0,0,0,0,0,0,0,0,0,0.123,0.473,1,2,1,1,0,0,0,0,0,0
"result.58",0,0,0.118,1,1,1,1,0,0,0,0,0,0,1,0.538,0.538,2,2,1,1,0,0,0,0,0,0
"result.59",0,0.001,0.064,2,2,0,0,0,0,0,0,0,0,1,0.627,0.627,2,2,1,1,0,0,0,0,0,0
"result.60",0,0.034,0.304,2,1,1,1,0,0,0,0,0,0,0,0.178,0.364,1,2,1,1,0,0,0,0,0,0
"result.61",0,0.011,0.203,1,2,1,1,0,0,0,0,0,0,1,0.486,0.486,2,2,1,1,0,0,0,0,0,0
"result.62",0,0.007,0.275,2,1,1,0,0,0,0,0,0,0,1,0.499,0.499,2,2,1,1,0,0,0,0,0,0
"result.63",0,0.004,0.107,1,1,0,1,0,0,0,0,0,0,1,0.668,0.668,2,2,1,1,0,0,0,0,0,0
"result.64",0,0,0.17,1,1,1,0,0,0,0,0,0,0,0,0.145,0.677,2,2,0,1,0,0,0,0,0,0
"result.65",0,0.009,0.454,1,2,1,1,0,0,0,0,0,0,0,0.185,0.486,1,2,1,1,0,0,0,0,0,0
"result.66",0,0,0.281,1,2,1,0,0,0,0,0,0,0,1,0.7,0.7,2,2,1,1,0,0,0,0,0,0
"result.67",0,0.033,0.292,2,1,1,0,0,0,0,0,0,0,0,0.002,0.328,1,2,1,1,0,0,0,0,0,1
"result.68",0,0.012,0.298,1,1,1,1,0,0,0,0,0,0,1,0.697,0.697,2,2,1,1,0,0,0,0,0,0
"result.69",0,0,0.251,1,1,0,1,0,0,0,0,0,0,1,0.637,0.637,2,2,1,1,0,0,0,0,0,0
"result.70",0,0.076,0.261,2,1,1,1,0,0,0,0,0,0,1,0.305,0.305,2,2,1,1,0,0,0,0,0,0
"result.71",0,0.109,0.219,2,1,1,1,0,0,0,0,0,0,1,0.653,0.653,2,2,1,1,0,0,0,0,0,0
"result.72",0,0,0.279,1,1,0,1,0,0,0,0,0,0,1,0.378,0.378,2,2,1,1,0,0,0,0,0,0
"result.73",0,0.021,0.1,1,2,1,0,0,0,0,0,0,0,1,0.575,0.575,2,2,1,1,0,0,0,0,0,0
"result.74",0,0.005,0.29,2,1,1,1,0,0,0,0,0,0,1,0.711,0.711,2,2,1,1,0,0,0,0,0,0
"result.75",0,0.119,0.212,2,2,0,1,0,0,0,0,0,0,0,0.129,0.454,2,1,1,1,0,0,0,0,0,0
"result.76",0,0,0.193,1,1,1,0,0,0,0,0,0,0,1,0.702,0.702,2,2,1,1,0,0,0,0,0,0
"result.77",0,0,0.215,1,1,1,1,0,0,0,0,0,0,0,0.075,0.354,2,1,1,1,0,0,0,0,0,0
"result.78",0,0.029,0.156,2,2,0,0,0,0,0,0,0,0,0,0.233,0.406,2,1,1,1,0,0,0,0,0,0
"result.79",0,0,0.19,1,1,1,1,0,1,0,0,0,0,1,0.451,0.451,2,2,1,1,0,0,0,0,0,0
"result.80",0,0.018,0.058,1,1,1,1,0,0,0,0,0,0,1,0.66,0.66,2,2,1,1,0,0,0,0,0,0
"result.81",0,0.18,0.336,2,2,1,0,0,0,0,0,0,0,1,0.692,0.692,2,2,1,1,0,0,0,0,0,0
"result.82",0,0.004,0.194,1,2,1,1,0,0,0,0,0,0,1,0.758,0.758,2,2,1,1,0,0,0,0,0,0
"result.83",0,0.019,0.269,1,0,1,1,0,0,0,0,0,0,1,0.474,0.474,2,2,1,1,0,0,0,0,0,0
"result.84",0,0.092,0.345,2,0,1,1,0,0,0,0,0,0,0,0.125,0.233,1,2,1,1,1,0,0,0,0,0
"result.85",0,0,0.263,1,1,0,0,0,0,0,0,0,0,1,0.244,0.244,2,2,1,1,0,0,0,0,0,0
"result.86",1,0.253,0.253,2,2,1,1,0,0,0,0,0,0,0,0.083,0.383,1,2,1,1,0,0,0,0,0,0
"result.87",0,0.003,0.344,1,1,1,1,0,0,0,0,0,0,1,0.706,0.706,2,2,1,1,0,0,0,0,0,0
"result.88",0,0.005,0.241,1,1,1,1,0,0,0,0,0,0,1,0.566,0.566,2,2,1,1,0,0,0,0,0,0
"result.89",0,0.007,0.402,1,2,1,1,0,0,0,0,0,0,1,0.651,0.651,2,2,1,1,0,0,0,0,0,0
"result.90",0,0.002,0.193,2,0,0,1,0,0,0,0,0,0,1,0.705,0.705,2,2,1,1,0,0,0,0,0,0
"result.91",0,0.021,0.316,2,1,1,1,0,0,0,1,0,0,1,0.65,0.65,2,2,1,1,0,0,0,0,0,0
"result.92",0,0.001,0.119,1,1,0,1,0,0,0,0,0,1,1,0.715,0.715,2,2,1,1,0,0,0,0,0,0
"result.93",1,0.202,0.202,2,2,1,1,0,0,0,0,0,0,1,0.718,0.718,2,2,1,1,0,0,0,0,0,0
"result.94",0,0.159,0.409,2,2,1,0,0,0,0,0,0,0,1,0.478,0.478,2,2,1,1,0,0,0,0,0,0
"result.95",0,0,0.097,1,1,1,1,0,0,0,1,0,0,1,0.773,0.773,2,2,1,1,0,0,0,0,0,0
"result.96",0,0.025,0.37,1,2,1,1,0,0,0,0,0,0,1,0.72,0.72,2,2,1,1,0,0,0,0,0,0
"result.97",0,0,0.408,0,2,1,1,0,0,0,0,0,0,0,0.087,0.107,1,2,1,1,0,0,0,0,0,0
"result.98",0,0,0.298,1,1,1,1,0,0,0,0,0,0,1,0.614,0.614,2,2,1,1,0,0,0,0,0,0
"result.99",1,0.316,0.316,2,2,1,1,0,0,0,0,0,0,1,0.49,0.49,2,2,1,1,0,0,0,0,0,0
"result.100",0,0.027,0.262,1,1,1,1,0,0,0,0,0,0,1,0.644,0.644,2,2,1,1,0,0,0,0,0,0
