"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"result.35",1,0.288,0.288,2,2,1,1,0,0,0,0,0,0,1,0.637,0.637,2,2,1,1,0,0,0,0,0,0
"result.36",1,0.596,0.596,2,2,1,1,0,0,0,0,0,0,1,0.679,0.679,2,2,1,1,0,0,0,0,0,0
"result.37",1,0.597,0.597,2,2,1,1,0,0,0,0,0,0,1,0.625,0.625,2,2,1,1,0,0,0,0,0,0
"result.38",1,0.647,0.647,2,2,1,1,0,0,0,0,0,0,0,0.012,0.81,2,2,1,2,0,0,0,0,0,0
"result.39",0,0.031,0.167,2,2,1,1,0,0,0,0,1,0,1,0.55,0.55,2,2,1,1,0,0,0,0,0,0
"result.40",0,0.035,0.295,2,2,1,1,1,0,0,0,1,0,0,0.323,0.422,2,2,1,1,0,2,0,0,0,0
"result.41",1,0.44,0.44,2,2,1,1,0,0,0,0,0,0,1,0.761,0.761,2,2,1,1,0,0,0,0,0,0
"result.42",1,0.256,0.256,2,2,1,1,0,0,0,0,0,0,1,0.608,0.608,2,2,1,1,0,0,0,0,0,0
"result.43",1,0.595,0.595,2,2,1,1,0,0,0,0,0,0,1,0.752,0.752,2,2,1,1,0,0,0,0,0,0
"result.44",1,0.39,0.39,2,2,1,1,0,0,0,0,0,0,1,0.648,0.648,2,2,1,1,0,0,0,0,0,0
"result.45",1,0.639,0.639,2,2,1,1,0,0,0,0,0,0,1,0.723,0.723,2,2,1,1,0,0,0,0,0,0
"result.46",1,0.531,0.531,2,2,1,1,0,0,0,0,0,0,0,0.001,0.191,2,2,2,1,0,2,0,0,2,0
"result.47",1,0.482,0.482,2,2,1,1,0,0,0,0,0,0,1,0.752,0.752,2,2,1,1,0,0,0,0,0,0
"result.48",1,0.425,0.425,2,2,1,1,0,0,0,0,0,0,1,0.767,0.767,2,2,1,1,0,0,0,0,0,0
"result.49",1,0.358,0.358,2,2,1,1,0,0,0,0,0,0,1,0.516,0.516,2,2,1,1,0,0,0,0,0,0
"result.50",0,0.06,0.572,2,2,1,2,0,0,0,0,0,0,0,0,0.313,2,2,1,1,0,2,0,0,1,2
"result.51",1,0.552,0.552,2,2,1,1,0,0,0,0,0,0,1,0.708,0.708,2,2,1,1,0,0,0,0,0,0
"result.52",1,0.322,0.322,2,2,1,1,0,0,0,0,0,0,1,0.619,0.619,2,2,1,1,0,0,0,0,0,0
"result.53",1,0.509,0.509,2,2,1,1,0,0,0,0,0,0,1,0.777,0.777,2,2,1,1,0,0,0,0,0,0
"result.54",1,0.566,0.566,2,2,1,1,0,0,0,0,0,0,1,0.708,0.708,2,2,1,1,0,0,0,0,0,0
"result.55",1,0.637,0.637,2,2,1,1,0,0,0,0,0,0,1,0.727,0.727,2,2,1,1,0,0,0,0,0,0
"result.56",1,0.374,0.374,2,2,1,1,0,0,0,0,0,0,1,0.754,0.754,2,2,1,1,0,0,0,0,0,0
"result.57",0,0.038,0.667,2,2,2,1,0,0,0,0,0,0,1,0.481,0.481,2,2,1,1,0,0,0,0,0,0
"result.58",1,0.293,0.293,2,2,1,1,0,0,0,0,0,0,1,0.707,0.707,2,2,1,1,0,0,0,0,0,0
"result.59",1,0.289,0.289,2,2,1,1,0,0,0,0,0,0,1,0.537,0.537,2,2,1,1,0,0,0,0,0,0
"result.60",1,0.559,0.559,2,2,1,1,0,0,0,0,0,0,1,0.747,0.747,2,2,1,1,0,0,0,0,0,0
"result.61",1,0.662,0.662,2,2,1,1,0,0,0,0,0,0,1,0.738,0.738,2,2,1,1,0,0,0,0,0,0
"result.62",0,0,0.353,2,2,1,1,0,0,0,0,2,0,0,0.231,0.27,2,2,1,1,0,0,0,0,2,0
"result.63",1,0.637,0.637,2,2,1,1,0,0,0,0,0,0,1,0.634,0.634,2,2,1,1,0,0,0,0,0,0
"result.64",0,0.023,0.27,2,2,1,1,0,0,0,0,0,1,1,0.682,0.682,2,2,1,1,0,0,0,0,0,0
"result.65",1,0.261,0.261,2,2,1,1,0,0,0,0,0,0,0,0.157,0.355,2,2,1,1,1,0,0,0,0,0
"result.66",1,0.387,0.387,2,2,1,1,0,0,0,0,0,0,1,0.751,0.751,2,2,1,1,0,0,0,0,0,0
"result.67",0,0.261,0.318,2,2,1,1,0,0,0,0,2,0,1,0.796,0.796,2,2,1,1,0,0,0,0,0,0
"result.68",1,0.375,0.375,2,2,1,1,0,0,0,0,0,0,0,0.13,0.332,2,2,1,1,0,2,0,0,0,0
"result.69",1,0.376,0.376,2,2,1,1,0,0,0,0,0,0,1,0.573,0.573,2,2,1,1,0,0,0,0,0,0
"result.70",1,0.404,0.404,2,2,1,1,0,0,0,0,0,0,1,0.666,0.666,2,2,1,1,0,0,0,0,0,0
"result.71",0,0.018,0.556,2,2,1,2,0,0,0,0,0,0,1,0.722,0.722,2,2,1,1,0,0,0,0,0,0
"result.72",1,0.489,0.489,2,2,1,1,0,0,0,0,0,0,1,0.72,0.72,2,2,1,1,0,0,0,0,0,0
"result.73",1,0.648,0.648,2,2,1,1,0,0,0,0,0,0,1,0.625,0.625,2,2,1,1,0,0,0,0,0,0
"result.74",0,0.002,0.332,2,2,2,1,0,0,1,0,0,0,1,0.679,0.679,2,2,1,1,0,0,0,0,0,0
"result.75",1,0.481,0.481,2,2,1,1,0,0,0,0,0,0,0,0.241,0.371,2,2,1,1,0,0,1,0,0,0
"result.76",1,0.308,0.308,2,2,1,1,0,0,0,0,0,0,1,0.775,0.775,2,2,1,1,0,0,0,0,0,0
"result.77",0,0.007,0.344,2,2,2,1,0,0,1,0,0,0,1,0.759,0.759,2,2,1,1,0,0,0,0,0,0
"result.78",1,0.448,0.448,2,2,1,1,0,0,0,0,0,0,1,0.729,0.729,2,2,1,1,0,0,0,0,0,0
"result.79",1,0.469,0.469,2,2,1,1,0,0,0,0,0,0,1,0.727,0.727,2,2,1,1,0,0,0,0,0,0
"result.80",1,0.576,0.576,2,2,1,1,0,0,0,0,0,0,0,0.059,0.326,2,2,1,1,0,0,0,0,0,2
"result.81",1,0.666,0.666,2,2,1,1,0,0,0,0,0,0,1,0.724,0.724,2,2,1,1,0,0,0,0,0,0
"result.82",0,0.059,0.146,2,2,1,1,0,0,0,0,1,1,1,0.732,0.732,2,2,1,1,0,0,0,0,0,0
"result.83",1,0.545,0.545,2,2,1,1,0,0,0,0,0,0,1,0.677,0.677,2,2,1,1,0,0,0,0,0,0
"result.84",1,0.251,0.251,2,2,1,1,0,0,0,0,0,0,1,0.769,0.769,2,2,1,1,0,0,0,0,0,0
"result.85",1,0.665,0.665,2,2,1,1,0,0,0,0,0,0,1,0.726,0.726,2,2,1,1,0,0,0,0,0,0
"result.86",1,0.291,0.291,2,2,1,1,0,0,0,0,0,0,1,0.544,0.544,2,2,1,1,0,0,0,0,0,0
"result.87",1,0.439,0.439,2,2,1,1,0,0,0,0,0,0,0,0.199,0.232,2,2,1,1,0,0,0,2,0,0
"result.88",1,0.49,0.49,2,2,1,1,0,0,0,0,0,0,0,0.06,0.652,2,2,1,2,0,0,0,0,0,0
"result.89",1,0.581,0.581,2,2,1,1,0,0,0,0,0,0,1,0.527,0.527,2,2,1,1,0,0,0,0,0,0
"result.90",0,0.029,0.254,2,2,1,1,0,1,1,0,0,0,1,0.765,0.765,2,2,1,1,0,0,0,0,0,0
"result.91",1,0.655,0.655,2,2,1,1,0,0,0,0,0,0,1,0.768,0.768,2,2,1,1,0,0,0,0,0,0
"result.92",0,0.217,0.27,2,2,1,1,0,0,0,1,0,0,1,0.457,0.457,2,2,1,1,0,0,0,0,0,0
"result.93",1,0.47,0.47,2,2,1,1,0,0,0,0,0,0,0,0.122,0.379,2,2,1,1,0,0,1,0,0,0
"result.94",0,0.203,0.266,2,2,1,2,0,0,0,0,0,0,1,0.689,0.689,2,2,1,1,0,0,0,0,0,0
"result.95",1,0.372,0.372,2,2,1,1,0,0,0,0,0,0,1,0.725,0.725,2,2,1,1,0,0,0,0,0,0
"result.96",1,0.398,0.398,2,2,1,1,0,0,0,0,0,0,1,0.748,0.748,2,2,1,1,0,0,0,0,0,0
"result.97",1,0.292,0.292,2,2,1,1,0,0,0,0,0,0,1,0.702,0.702,2,2,1,1,0,0,0,0,0,0
"result.98",1,0.617,0.617,2,2,1,1,0,0,0,0,0,0,1,0.4,0.4,2,2,1,1,0,0,0,0,0,0
"result.99",1,0.632,0.632,2,2,1,1,0,0,0,0,0,0,1,0.713,0.713,2,2,1,1,0,0,0,0,0,0
"result.100",1,0.651,0.651,2,2,1,1,0,0,0,0,0,0,1,0.559,0.559,2,2,1,1,0,0,0,0,0,0
