"","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm","B01_lin","B01_log","B01_exp","B01_quad","B01_sine","B01_norm"
"1",4.6051701859668,-71.8743796029172,-99.0293370775039,-76.0682503876964,-23.133601783701,-23.133601783701,4.47814223268102,-65.5609945174431,-67.1347319231664,-70.6358537096152,-22.3975607309274,-22.3975607309274,4.60517018580262,-27.4606824317881,-42.1570145619546,-64.8064651037982,-13.7731710372904,-13.7731710372904,3.72109441021704,-12.4024896351669,0.575732653829945,-12.5521774202507,-11.6864151069531,-11.6864151069531,4.60517018596591,3.49866304054,3.09828478529197,-1.08451951925971,3.37259860813623,3.37259860813623,4.60517018481265,-12.2692601665551,4.60517018528906,2.16916254505871,-4.85169821467759,-4.85169821467759,4.60516997143267,-30.3550699148642,-3.00351752934115,-11.9479905470948,-13.6402847579785,-13.6402847579785,4.09575596886172,-51.4101455624779,-33.0432295106041,-63.5552729079403,-25.2878840346514,-25.2878840346514,3.38169847886203,-67.4008962476057,-65.5497030014232,-63.6831918506823,-31.3056901835146,-31.3056901835146,4.6051701857666,-73.1764756329552,-59.3083460333664,-74.8632846477474,-30.7247745863966,-30.7247745863966
"2",4.45996296075762,-59.3617256569248,-36.0821191958284,-65.3902133318708,-28.40716312981,-28.40716312981,2.5599077234497,-77.0522883024097,-56.3973865333135,-70.0254717210551,-34.7942036832279,-34.7942036832279,4.60517018345272,-47.1342344473005,-40.7763495339503,-57.6437605495032,-26.2840620212737,-26.2840620212737,2.55061232821146,-27.7479729830688,-26.0503095355482,-47.3490222847552,-13.4566168498532,-13.4566168498532,0.721174090977161,-5.79081458965882,-7.90515891078054,-17.6222969501721,1.14834122836649,1.14834122836649,2.45716208782369,0.383483228420633,4.60517018595507,1.71821654074798,0.892601273297668,0.892601273297668,3.18827323526051,-23.9265701721254,-12.2152525730469,-61.4142670330261,-10.6012724611405,-10.6012724611405,2.35416404220004,-44.0897346045834,-16.4343369242515,-23.9842549333259,-19.1710599920656,-19.1710599920656,4.60517018591444,-47.1562772237659,-50.6572933840494,-69.7167656096281,-19.3723329190123,-19.3723329190123,4.60517018596749,-61.0877615207333,-69.0180520622122,-71.0077563948063,-28.9253533254052,-28.9253533254052
"3",4.6051701850724,-35.7714565957046,-69.019550818395,-85.9406595563763,-11.7903950163734,-11.7903950163734,4.60517018594548,-57.140286295776,-47.4380924350798,-60.3300046406069,-26.0679827233171,-26.0679827233171,4.60517018594327,-55.3067224255241,-31.9121877231269,-48.9099337803646,-23.759330884588,-23.759330884588,4.60517018586769,-24.4761285399059,-7.35183944231841,-30.5750747798398,-22.8800237221398,-22.8800237221398,4.60517018573641,-1.44838643116265,4.60517017185966,-1.96887447235655,1.33153933828752,1.33153933828752,4.60517018585704,-4.98816706608445,1.67327958366517,-10.3441864120046,-0.31736752260446,-0.31736752260446,3.6794990002205,-31.8057331242665,-36.3168524617921,-77.0768830620167,-13.8052228125665,-13.8052228125665,4.60517017759431,-39.4087855613648,-26.2853924506839,-43.4385806039885,-20.0232508040025,-20.0232508040025,4.60517018598576,-44.535994905724,-30.9652602456768,-60.1053018135568,-12.3722880007286,-12.3722880007286,2.92476764091426,-59.9928110495268,-61.859930012288,-53.2633454454137,-25.1116733429798,-25.1116733429798
"4",4.60517018580069,-32.5461650331499,-74.7356027206929,-76.2555391587834,-9.07706035966822,-9.07706035966822,2.09649211633359,-85.754639794575,-57.7293738528248,-55.8950101525535,-26.8219546133683,-26.8219546133683,4.12695230076453,-45.9686057673797,-44.2673440234022,-67.3803722893455,-19.4939612675893,-19.4939612675893,4.60517018595661,-20.5250717548739,-4.19134156831727,-12.7290364020654,-15.5194782112654,-15.5194782112654,4.60517018571634,1.22539661133544,4.36430399408381,-4.21738320199626,1.23332068019936,1.23332068019936,4.60517018586569,-11.7055214739699,2.06442924370085,-3.06826126194314,-3.02636935417168,-3.02636935417168,4.60517018598626,-18.7451145475003,-4.76151244214181,-19.6173600504477,-17.0762162521379,-17.0762162521379,2.9254132468945,-45.0871559210829,-11.3656710655465,-28.1055119386166,-29.4075961231892,-29.4075961231892,4.60517018023731,-48.9382050111486,-38.4927375827374,-44.5323136030211,-29.4975886497206,-29.4975886497206,4.60517018422657,-61.8752424879417,-60.989369160693,-54.5042264500167,-30.7795278051479,-30.7795278051479
"5",1.75076290506323,-75.5139373573378,-94.9433272248271,-71.3988638115021,-35.848820274728,-35.848820274728,4.6051701855458,-59.0276398401101,-31.5234842636511,-48.2830370909665,-21.8185233424734,-21.8185233424734,4.60517018559675,-28.304438862468,-19.8148308207965,-39.0242677623413,-19.2843002958355,-19.2843002958355,4.60517018584684,-41.4532514484029,-18.9108968513097,-46.0666346248939,-29.8303094242921,-29.8303094242921,4.60517018598744,-5.31260104929461,4.08691622056266,3.1002194861578,-0.132944489111715,-0.132944489111715,4.60517018566502,2.5015953448557,1.23793990521644,-5.91785986745337,2.400465496184,2.400465496184,4.00961002785448,-18.2137449690821,-14.1401718503208,-55.3658161181023,-14.6341317448186,-14.6341317448186,-1.94395615166383,-45.1701741944346,-11.0604240934068,-29.2458498299304,-20.1049442136538,-20.1049442136538,4.60517018582111,-57.7822258694782,-35.6768570379135,-45.1260397522651,-27.7497771437469,-27.7497771437469,4.605170185619,-43.1680858806764,-58.9663092451806,-64.0425608031975,-20.7046368582433,-20.7046368582433
"6",4.60517018276075,-50.5686418046969,-67.4348452300133,-62.256252626231,-27.6708339990736,-27.6708339990736,4.60517017524208,-47.2969950683793,-60.8623331382232,-61.175507597485,-19.5782066912246,-19.5782066912246,4.60517018397185,-55.0789502519149,-31.1559048714587,-54.2382625040744,-16.4066314537138,-16.4066314537138,4.60517018593387,-17.8548128795181,-10.8524484151754,-31.3156230029438,-12.023702333503,-12.023702333503,4.60517018575787,-6.29031927139989,1.63879078491068,-10.0409494812351,-0.813569411562845,-0.813569411562845,2.121349448659,0.727071876819604,2.28635908237379,0.845989080484926,1.09386002637223,1.09386002637223,4.60517018383378,-44.1383986738603,-7.45204675289171,-16.0815532094537,-17.8702450390312,-17.8702450390312,4.60517018070835,-32.738414443715,-20.9666696055276,-43.2455886103563,-14.3416128027731,-14.3416128027731,4.25025852880807,-38.4198744569596,-51.8530423831698,-81.0369609037701,-32.4039231684833,-32.4039231684833,4.60517017515671,-61.552824236127,-60.3407719232287,-66.7999058585835,-33.5562015384689,-33.5562015384689
"7",4.60517018567982,-73.5823832984388,-69.8823187098176,-62.573274158352,-34.0442798614395,-34.0442798614395,4.60517018580961,-65.0200239595779,-52.8234129337247,-61.8633612983989,-28.9333965832675,-28.9333965832675,4.60517018594904,-59.6842775336857,-30.7584023478187,-63.5112892436267,-26.1242780761611,-26.1242780761611,4.60517018537518,-35.5518265666575,-15.0465486193649,-53.6644821716483,-21.277779066684,-21.277779066684,2.23782092941764,-6.17888863340328,2.34492756602705,-1.48900215578253,-1.38537559162529,-1.38537559162529,4.60517018598262,1.75121791869822,3.8367781822041,1.26565611265355,1.77654036733941,1.77654036733941,4.60517018572706,-24.6331685711114,-19.0670548988942,-40.3969025332954,-10.5742290728321,-10.5742290728321,4.60517018486092,-34.4946885965649,-43.0846364108151,-62.1371944425506,-16.6653940473466,-16.6653940473466,4.60517018570549,-79.4761426089012,-65.8465829127261,-69.1637615816572,-31.1115740756802,-31.1115740756802,4.60517018463124,-39.4145639065492,-54.4487509884154,-58.4209136815219,-25.1338890700131,-25.1338890700131
"8",4.60517018545608,-50.0544073510095,-68.3408951293102,-80.8729801537072,-16.2730832500356,-16.2730832500356,3.65682578760996,-40.4124149285924,-30.2200804834094,-96.4581626723087,-28.3659722663895,-28.3659722663895,4.60517018573041,-45.5341738282683,-54.4289321274236,-73.5706604426702,-23.1724893988799,-23.1724893988799,-0.498662093453589,-48.8596355142985,-35.9284322519101,-90.868933103693,-19.9794730273169,-19.9794730273169,4.60517018540611,-3.93658442308395,0.888523227282054,-5.66377228587086,-3.34320677744437,-3.34320677744437,4.6051701857614,-9.44780012202437,2.50820424474315,-2.59397394236537,0.375900867658892,0.375900867658892,4.60517018589267,-21.8561562794671,-22.3711489884545,-68.3175958048571,-8.97745210314316,-8.97745210314316,2.29498280271364,-33.7897283485115,-19.9156363177851,-48.4677362872886,-18.1370136380057,-18.1370136380057,4.60517018550687,-85.522589817561,-49.9819591493096,-50.2862523742571,-42.7742589081173,-42.7742589081173,2.42484277882938,-64.6544166846795,-52.4183701847955,-47.9968046756657,-30.22712250502,-30.22712250502
"9",4.60517018580656,-38.5093359579383,-66.6834445402088,-66.7097839659665,-21.8243444364576,-21.8243444364576,4.60517018486807,-68.8952406409588,-53.7009541744309,-79.9937047619198,-21.7339405633193,-21.7339405633193,4.19700738817508,-38.9192833862353,-39.0756146073534,-56.7396029389897,-27.9781460256806,-27.9781460256806,4.1536343702418,-9.32388049784861,-21.6089744649855,-43.0664858163278,-2.58616944484153,-2.58616944484153,4.60517018510971,-1.60806562931712,4.60517018558389,3.93671919216667,-0.0720535038199764,-0.0720535038199764,4.60517018576935,-3.96338468674211,2.93700390786567,-0.258747060446485,-3.4486937729932,-3.4486937729932,4.26316771768351,-20.3825774939499,-2.69294146693797,-22.5760089579916,-5.16416441003729,-5.16416441003729,4.60517018596692,-41.2227322581316,-19.0599935217885,-56.4674560901939,-32.556645585929,-32.556645585929,4.6051701834394,-26.9675915392612,-34.7706789897961,-50.7043837135262,-14.2710910271382,-14.2710910271382,4.07436495393918,-77.6010394519269,-66.3498792858274,-62.6598557646787,-41.5264357271832,-41.5264357271832
"10",4.60517018576485,-52.6469893196821,-54.2055607796363,-55.7643674402874,-20.1594109818936,-20.1594109818936,3.08093311583555,-57.8809152213506,-38.421594062177,-65.8779513257012,-23.1939204421437,-23.1939204421437,0.0233459543846023,-56.1478599343502,-52.5401087868084,-71.9871784796624,-36.710078309763,-36.710078309763,4.60517018572494,-24.8951988376828,-14.9622534630788,-37.8440427644085,-10.5743677384593,-10.5743677384593,4.60517018568837,1.9809232832318,0.550862424579897,-27.2920938852835,1.81867530346856,1.81867530346856,0.275096304084315,-5.89135266059096,0.959400004555803,-0.0728984202237868,-5.4709896691497,-5.4709896691497,4.60517018598414,-40.3840927536389,-14.7559594894356,-40.820191893381,-26.0550294780286,-26.0550294780286,4.6051701853472,-57.0880945357002,-30.0090018922281,-60.718360176848,-21.8609894419841,-21.8609894419841,4.60517006142845,-53.644339976503,-35.1275305247718,-47.7453144944816,-25.5583980043287,-25.5583980043287,4.60517018552533,-69.8038815698986,-65.2043748098978,-60.7110251325927,-32.5358568809567,-32.5358568809567
