"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"28",4.29887328890168,4.60516989004476,4.60517018487108,4.60517018598214,3.50903042712875,4.60517018447918,4.10140085117438,2.35790654099343,1.42776264604342,4.06147909138854
"29",4.60517018582192,4.60517012399175,3.31702055824064,4.6051701856784,4.60517018598432,4.60517016676134,2.7905396966969,4.60517018535526,4.60516993337747,4.60517018575666
"30",3.49625338692674,3.34243654570481,4.44928087740369,4.60517018548818,4.60517018595699,4.35111871723483,4.60517017338486,4.60517018211985,4.60517018591014,4.60517018394485
"31",4.60517018559721,2.79967706645198,2.74371861062991,2.03125629341497,4.60517018453322,4.6051701858942,4.31149004569091,2.83277217168578,4.60517018594337,2.4591752060248
"32",4.33681390777593,4.60517018540362,4.60517018533848,4.60517018478749,3.94679933097525,4.60517018410986,4.60517018560781,4.60517018585979,4.60517018559491,3.18295124928058
"33",4.60517018448184,3.53536224373958,4.03078710404746,2.5218413867999,4.60517018589834,-1.73533838000277,4.13600776862806,4.60517017842774,4.60517018589623,4.60517018425782
"34",4.60517018583786,4.60517018561146,4.6051701859876,4.60517018577928,4.35803591460817,3.07226525584011,4.60517018564421,4.60517018565318,4.60517018592196,4.60517017638909
"35",4.60517018590865,4.32515629499702,2.86763534776795,4.60517018578428,4.60517018533899,4.6051701856246,4.60517018587471,4.19726739776977,4.60517018590171,4.6051701847469
"36",4.6051701855703,4.60517018590107,4.60517018396172,4.60517017853622,4.60517018587267,4.60517018347271,4.60517018559609,4.31889882600895,4.60517018528289,4.60517018590818
"37",3.11064476570365,-0.958841427476276,4.60517018579637,4.60517018581963,4.60517018594593,4.60517018380598,2.56395934442481,4.60517018493701,4.53596238070324,4.6051701857886
"38",4.60517018580222,4.60517018553639,3.143874785923,3.24521068010549,4.60517018118581,4.60517018598662,4.60517017045994,4.60517018512916,4.60517018462428,4.60517018583694
"39",-1.02806770870009,4.60517018569963,4.60517018437502,4.59037008624707,4.60517018592701,4.60517018561575,-5.87576057675578,3.82206231488419,4.60517018539453,3.62720941104035
"40",4.60517018585864,4.60517018553627,4.42896088203183,4.60517018582942,4.60517018560484,4.60517018553546,4.60517018588155,4.60517018593762,2.35864968983586,4.60517018337317
"41",4.60517018585951,2.84035182294643,4.6051701858298,4.60517018567995,4.60517018394062,4.60517018548752,4.60517016209128,0.129172109744608,4.60517018580655,4.6051701854331
"42",4.60517018194571,4.60517018530513,4.605170185772,4.60517018558492,4.6051701859393,4.40948668022587,2.54335852333065,2.04529739641366,4.6051701839962,4.60517018520618
"43",0.179059657417728,4.60517018570392,4.60517018590191,4.60517018593245,4.60517018505749,4.26411856064065,4.60517018583407,0.737858372875785,4.60517018353167,4.60517018554215
"44",4.60517018508396,4.50512632225001,0.895207269379632,3.58421707778774,4.60517018591885,3.59027651685489,4.60517018346211,4.60517018559197,0.136635925511826,4.11012134556848
"45",4.60517018543028,4.5173471013148,2.71814849680005,4.60517018596411,4.60517018251593,1.62620123298491,4.60517018549887,0.944783663804934,4.60517018350599,4.60517018539772
"46",4.60517018584112,4.60517018527178,4.60517018590053,3.50579870677805,4.60517018480642,4.60517018587025,4.377270834483,4.6051701858257,4.60517018568516,1.88529217839264
"47",4.60517018581498,4.60517018583186,4.60517018287629,4.6051701856124,4.60517018557651,4.35433554393853,-0.538215444175094,1.9346035420573,4.60517018582157,4.60517018366227
"48",4.60517018154638,3.0529520286976,4.60517018595462,1.58554633507414,4.6051701859563,2.74369389927836,0.137075107431176,2.00900296698013,4.60517014870231,4.60517018595122
"49",4.60517018561215,4.60517018393124,4.10799299488496,4.60517018109159,4.60517018556208,4.60517018352152,4.60517018406059,2.78818458389608,4.60517018597809,4.60517018390001
"50",4.60517018459379,4.60517018545537,4.60517018525194,3.01165461064508,4.60517018564527,4.60517018570075,4.60516986353909,4.60517018591989,1.91862908576552,4.60517018497395
"51",4.09720857657958,1.56923407254919,4.60517018576204,4.29818223846717,4.56091022877804,4.20396302282957,4.31986371084576,3.672835285654,4.6051701853963,4.60517018580236
"52",4.60517018348192,4.60517018585636,4.40864000547968,4.60517018545475,4.60517018499579,4.60517018594267,4.60517018421782,4.60517018593065,4.00828591450816,4.60517018358889
"53",4.27991854058622,0.313159274479879,4.60517018594916,4.60517018551607,4.60517018588281,4.60517018580784,4.60517018242911,4.60517018591733,4.60517018588817,4.60517018590586
"54",4.60517018543941,3.18277155126965,2.45741028353943,4.60517018551977,4.60517018444214,4.6051701857847,3.44374338398061,3.04002213360855,3.57705185668581,2.60255211294153
"55",4.60517018571828,3.94019889123113,4.60517018451387,4.60517018552567,4.60517018591343,4.60517018545349,3.04334274852049,4.60517018592957,3.95828664569451,2.02571554313392
"56",4.60517018582079,4.60517018533687,4.60517018568996,4.60517018582747,2.03173011770757,4.60517018553075,2.76346196308189,4.60517016491582,4.60517018584603,4.60517018563088
"57",4.60517018375238,4.60517018537396,4.60517018459257,2.87424207088554,4.44267554033166,3.47259312972678,4.60517018094625,2.60418773946037,4.60517018532805,4.60517018394969
"58",4.60517018478478,4.6051701858735,2.16452079844854,3.76328010357883,4.60517018592654,4.60517018302364,2.66182125969808,3.757743329673,4.60517018550714,2.95609035137208
"59",4.60517014880738,4.60517018583436,4.5083826545486,4.60517018553761,1.04627538845114,4.60517018592342,4.60517018580664,4.6051701852452,4.60517018560188,4.52374423167513
"60",4.60517018292916,4.60517018582725,4.60517018595519,4.60517018592827,4.60517018591437,4.60517018591077,4.60517018583514,2.41664372872283,4.60517018594499,4.60517018565226
"61",4.31373341379538,4.60517018582259,3.92155027469672,4.60517018423389,2.7189485653049,4.60517018554872,4.60517018565669,4.60517018593846,4.60517018410112,4.60517018595367
"62",4.60517018549762,4.60517018576687,4.60517018593517,4.6051701855439,4.60517018592573,4.60517018592224,4.60517018503665,4.11911298220704,4.58599280270605,4.44078915163156
"63",4.60517018579559,4.6051701847042,4.60516996718625,4.60517018425578,4.60517018246286,4.60517018582483,4.60517018598787,4.60517018480618,3.63956270656658,4.31031517849644
"64",3.01545647225083,4.6051701797402,3.59837185224255,1.68211191633706,-1.27033496123956,4.60517014135695,3.5689647677392,4.60517018569249,4.60517018577112,4.60517018572362
"65",4.60517018591642,3.15768717789053,2.28952716932901,4.60517018593475,4.6051701859588,3.1044738513494,4.60517018424121,3.45016412808808,3.55477028513288,4.60517018343224
"66",3.86811990867088,4.60517018566997,0.99790953278346,4.60517018581393,4.60517018550547,4.60517018571834,3.9877365219812,4.60517017682158,3.5779476060653,4.60517018542983
"67",3.38488264516852,4.60517018442805,4.6051701856135,2.8395347345235,4.60517018585135,2.58401878295324,4.60517018481347,4.46271144389798,4.60517018573361,4.60517018568093
"68",4.60517018541908,4.60517018526926,4.60517017524026,4.60517018583347,4.60517018262134,4.07682935698837,4.32878266774463,1.13183503503377,0.588576041365407,4.60517018564462
"69",4.60517018592819,4.60517018575308,3.8274038616241,4.60517018542779,3.15600331989815,4.60517018596096,4.60517018476989,4.60517018590865,4.60517018581236,4.60517018542946
"70",4.60517018315196,3.06449360543348,4.60517018538278,4.6051701857117,4.60517018589093,4.60517018561011,4.60517017716072,4.60517018594084,4.60517018588086,3.27677376248882
"71",2.62294728370295,4.60517018486687,3.57180458844968,4.60517018595286,2.58699131404122,4.60517018535404,4.60517018595845,4.60517018541577,4.60517018565442,4.60517016686486
"72",1.23813896955045,4.56561854747434,4.60517018462377,4.60517018587999,4.60517018533437,3.88051963501662,4.6051701851173,1.28835288002604,4.60517018582997,0.793415238264309
"73",4.60517018594997,4.44887604672505,3.26139471741082,4.60517018299556,4.60517018592688,4.60517018536567,4.60517018575884,4.60517018569664,4.60517018519589,3.77219249294215
"74",4.60517018587361,4.60517018584379,0.402770586537027,4.60517018578403,4.13934914079164,4.60517018558362,2.04219458298154,4.60517018502553,3.16293152412548,4.6051701847061
"75",4.21123942340775,3.94440745299863,4.60517018527856,4.60517018595727,2.91537105540529,4.60517017998848,4.60517018595485,2.35159086760851,4.60517015230147,4.6051701859645
"76",4.60517018500239,3.30942180554936,3.02862380209665,4.60517018476281,4.60517018572792,2.61530750283363,4.60517018580037,2.89275036356878,3.25028831565773,4.6051701859462
"77",4.42027668834274,4.60517018597348,3.68412790418286,4.6051701856794,4.60517017843485,4.60517018594555,4.60517018549502,4.60517018531306,1.12396759824826,4.60517018593607
"78",-0.595632612061536,4.55515055539997,4.60517018508694,3.28201496980648,4.6051701857465,4.60517018347557,4.60517018588662,4.60517018597913,4.60517018584989,2.50683751826451
"79",4.60517018589072,4.60517018589135,4.60517018240931,2.77234684039935,4.6051701855767,4.60517018557842,4.60517018561049,3.57173362994356,4.60517018532488,3.45555520687626
"80",4.605170185894,4.6051701859018,4.60517018574092,4.48386107890573,4.60517018595785,4.60517018529476,-1.13866680045533,4.60517017508609,4.15499208941444,3.33656236088043
"81",2.09252297014648,2.96086088938157,2.15374830609936,2.91553945684611,4.60517018594732,4.60517018409161,4.60517018597343,4.60517018473223,4.605170185699,4.60517018564048
"82",4.60517018592812,3.41555840551662,4.60517018316326,2.49434768923888,2.41503373435343,3.44271191868602,4.60517018572661,-0.221176240684603,4.60517018568025,4.27225881582985
"83",4.60517018591421,2.99747539285449,4.6051701855698,4.60517018053005,0.49655631799618,1.18627055325047,4.60517018590109,4.60517018596605,4.60517018553106,4.22619099876362
"84",4.60517018569342,4.60517018576495,4.60517018556449,4.60517018594329,4.60517018597064,4.60517018589091,4.21862232203024,4.17790151524493,1.76297870905086,4.6051701854965
"85",3.63130519493284,4.52817412335783,4.60517018598296,0.776579122272906,1.46780418803454,4.60517018598457,4.60517018528342,4.60517018557105,4.6051701858542,4.60517018390881
"86",3.57669318725429,4.60517018584416,4.60517018592321,2.19628727508669,4.6051701850016,4.6051701711472,4.60517018455275,4.60517018512744,3.22279441984802,4.60517018580784
"87",4.55958857475994,4.60517018597022,-0.426015959017377,4.60517018563394,4.60517018588946,4.37367090010731,4.60517018548687,4.41971705074269,3.35851406887001,4.23086287224223
"88",4.01419664260611,4.21072924737079,4.60517018598419,4.60517018531036,3.96167242721626,4.60517018538702,4.60517018586552,4.6051701857067,4.60517018593905,4.60517018437244
"89",4.60517018545016,4.60517018456138,4.60517018590949,4.60517018551164,4.60517018586477,4.6051701856513,4.60517018583999,4.60517017754767,2.91217674365693,4.11247998337095
"90",4.56428768794137,4.07985468421233,2.67770965719595,4.04268482975348,4.60517017624962,4.60517018592704,4.6051701856418,4.60517018272891,4.60517018597878,4.60517018564471
"91",4.3442046414045,4.60517018591717,4.60517018520863,4.60517018549341,4.60517018587949,4.60517018583249,4.60517011121891,4.47690091573781,4.45932823818762,4.60517018569656
"92",4.60517018562964,4.60517018307504,4.60517018504155,4.42433308155148,3.73434695960449,4.60517018582777,3.08757086767937,4.60517018570877,4.60517018589975,4.60517018443907
"93",3.16951627001917,4.60517018589258,4.6051701859793,4.60517018566054,4.60517018581684,4.60517018564153,4.18953751897859,2.94394803266157,2.96639478333516,4.60517018587123
"94",4.60517018534566,4.60517018539731,4.60517018566821,4.50025702905717,4.6051701848298,4.60517017856115,4.60517018592162,2.32263931313946,4.12250946860375,4.28674713532035
"95",4.60517018592834,4.60517018592325,0.967449243098777,3.7586541042594,4.60517008615384,4.60517018577159,3.98626131707737,2.94819364559024,2.53226123911066,4.60517018214551
"96",4.60517018597031,4.60517018546386,4.60517018565592,4.6051701856981,4.60517018560532,4.60517018319245,4.60517018590666,3.15490724956504,4.60517018528421,4.6051701839111
"97",1.95304372764018,4.60517018495094,4.60517018543094,4.6051701852758,4.60517018562975,4.6051701859292,4.59362598575241,4.60517018496001,1.88479128071248,4.6051701844258
"98",4.60517018562,3.32108920961794,3.02139337443901,3.94087138592953,4.60517018538194,2.76090742912102,4.60517018590108,4.605170185745,4.60517018575155,4.20271498950674
"99",3.52738239188626,2.6497956712854,4.60517018594032,2.90288573692554,-0.409760320149083,4.60517018531578,4.60517018558977,4.60517018504311,4.60517018584235,4.60517018477811
"100",4.60517018546681,4.60517018592861,4.60517018544682,4.60517018505701,4.60517018570627,4.60517018575183,3.17285862526879,4.60517018595433,4.60517018587915,4.60517018214992
"101",1.83323604617269,4.60517018580686,4.6051701859824,4.60517018365233,4.36943858968005,4.3191700331521,0.996611382979882,2.19786553035093,4.6051701859671,4.60517018595676
"102",4.24467043459537,3.1865486753523,4.6051701855632,3.95840025102638,4.60517018576014,3.38702467059868,4.59152603135247,4.60517018590413,2.77929002685165,4.25581870854407
"103",4.6051701840776,4.10454094824259,4.60517018575629,-0.128642378833892,4.60517018495357,4.60517018368853,4.60500657955247,4.60517018591203,2.62802698098347,4.60517018589793
"104",4.60517018593958,4.6051701857747,4.41840114827315,4.60517018114992,4.60517018538899,4.60517018569139,4.60517018441369,4.60517018566945,4.60517018363029,2.62850379842503
"105",4.60517018594497,1.24450864117406,1.45657634927083,4.60517018552349,4.6051701856542,4.30862557318697,4.60517018533875,4.60517018594623,4.60517018487613,4.60517018593881
"106",4.60517018345765,4.60517018446974,3.65866067063507,4.27659270383207,4.60517018591954,2.50608141966265,1.43457370434332,4.6051701843588,4.60517018475344,4.60517018552242
"107",4.60517018540396,1.73323069787551,3.68180929140043,-0.927276426397704,1.77819130816407,4.60517018496203,4.60517018598758,4.60517018555572,4.6051701854998,2.47015005073626
"108",4.60517018527312,4.60517018598193,4.14881391068786,4.31688143865019,4.60517018588694,4.60517018326318,4.60517018555515,4.60517017338161,4.6051701845459,3.9378281474204
"109",4.20190095530591,2.23788311154892,3.08653434413701,4.60517018594265,4.35550298665542,4.60517018549005,4.60517018564583,1.52495426993543,4.60517018579372,4.60517018519462
"110",4.60517018491633,2.67674347093578,4.60517018589801,4.6051701858327,4.60517018567973,4.26084289245524,4.60517018565354,4.60517018571829,4.60517018583698,4.60517018470311
"111",-3.68778047400705,4.6051701854696,2.03653601300422,4.56071336984976,4.6051701842814,4.60517018420727,4.60517018258936,4.60517018572647,4.60517018568106,4.60517018459855
"112",4.60517018568578,4.49171593521597,4.60517018544559,4.60517018530608,4.60517018578931,4.13091654687323,4.6051701859196,4.60517018587311,4.60517018532559,4.60517018013127
"113",1.93946180203029,4.60517018555883,4.60517018474804,4.60517018555449,4.60517018539821,4.60517018591639,4.1504904282647,4.20689403462251,4.60517018565532,4.60517018360652
"114",3.67923719011927,2.99253818927589,2.49379262451464,4.60517018596524,3.93329463549927,4.43787581223946,1.86453076000924,4.60517018598073,4.60517018547537,4.60517018547457
"115",2.37407728774116,2.32089106983387,4.60517018594217,3.06772057314171,4.60517018596403,4.60517015220938,2.55408124744068,4.60517018537759,4.60517018529492,4.60517018573987
"116",4.60517018421093,4.60517016815082,2.71422023663473,4.60517018574876,4.34817903605856,3.19541474963509,4.60517018589269,1.94065851950613,3.52482982091755,3.95581993871379
"117",4.6051701855387,4.60517018569315,4.60517018598299,4.60517018373438,0.843145016248229,1.22958785986883,4.19013444665924,4.60517018569017,1.04401346847876,4.60517018559679
"118",4.60517018580058,4.60517018569153,4.60517018595627,1.13623459054905,4.48176477713677,4.60517018579127,4.60517018583701,4.60517018579383,2.97170100773372,4.60517018361384
"119",4.60517018534028,3.50600271933283,4.605170185761,4.60517018474332,4.605170185968,4.38459852743693,4.60517018590271,4.60517018485917,4.60517009564946,2.59893723116539
"120",4.33274096506631,3.97141291825172,4.60517018569716,3.12032109744043,4.60517018582737,4.6051701857592,4.60517018581235,4.6051701856278,4.60517018544563,4.6051701859706
"121",4.6051701795635,4.6051701847734,3.95843329917606,4.60517018594307,4.60517018583305,4.60517018454474,4.60517018523668,3.92217093843496,4.60517018552333,4.60517018550183
"122",4.60517018587858,1.9305567036137,4.6051701858265,3.38032066066162,4.60517018570231,4.51180874281241,4.60517018521593,4.60517018585789,4.60517018536906,4.6051701717412
"123",4.6051701859578,4.60517018589718,4.60517018554462,4.60517018584897,4.60517018376379,4.60517018433149,3.53975899919397,3.60632122978303,4.60517018518016,3.48707995854494
"124",4.60517018567145,4.32558477217565,4.60517018431788,4.60517018543595,4.605170185358,4.6051701855595,4.23019230623756,2.48155486539299,4.60517018550938,4.60517018580315
"125",4.60517018583342,4.60517018437535,4.60517018581627,1.43659976104461,4.60517018588928,4.60517018564504,4.6051701849609,2.88853438382874,4.60517018557539,4.60517018566844
"126",4.60517018574103,4.58141989270995,4.60517018532509,4.60517018597513,4.60517018549865,4.6051701847311,2.72727629665862,4.60517018528077,2.53836259202869,4.60517018598388
"127",4.60517018471946,4.605170185683,2.98442530536223,4.60504523106801,4.60517018570067,4.60517018592232,4.40124640904548,4.60517018558915,4.60517018458253,4.6051701853395
"128",4.60517017272706,4.60517018389424,2.27020039106312,4.60517018337042,4.20515193549617,4.60517018589846,4.60517018596961,4.60517018595875,3.86224780269001,4.60517018568771
"129",4.46045971445515,4.6051701858737,1.73765732003331,1.50268855606095,4.60517018589889,1.98849822841195,4.60517018425876,4.60517018597405,4.6051701859369,3.01843236323003
"130",4.60517018384502,4.60517018556972,4.60517018590888,4.60517018571996,1.99227036171334,1.95379633263889,4.60517018562182,4.60517018589993,4.60517018535769,4.6051701795075
"131",4.60517018525402,3.10235686368615,4.60517018563133,4.08003714462592,4.60517018577979,3.91086481546181,4.60517018492315,2.8693554449092,4.60517018543722,3.78805279658541
"132",4.60517018587154,4.60517017838826,4.48511791040432,4.6051701855332,4.60517018367898,4.60517018574302,0.71477060437902,4.6051701858442,4.15576540276733,4.60517018529683
"133",4.60517018585026,4.16726222412247,2.81680626880187,4.60517018525899,3.18379239820657,4.44201128564489,4.60517018593753,4.60517018598701,4.60517018466071,4.60517018585629
"134",4.60517018594018,4.60517018392047,4.6051701858626,4.60517018537504,3.1147029316084,4.60517018598306,4.45131208949641,4.6051701854153,4.60517018586329,4.55477272453412
"135",4.60517018554387,2.62309662069719,4.60517018587348,4.60517018588859,4.6051701854599,4.08649806459817,4.60517017505672,3.88066224850349,4.60517018324012,4.60517018459062
"136",4.60517018588888,4.43830828272162,4.513631448147,2.74525430125953,4.60517018597636,4.30335965740534,4.60517018522627,4.60517018592066,4.60517018545008,4.60517018336934
"137",4.5865284506575,2.1722060147879,3.20612291320986,3.15122557662654,4.42547788172009,4.60517018499583,4.60517018558408,4.60517018595908,4.6051701859507,4.60517018572995
"138",2.99393920434196,4.60517018568989,0.899832391610936,3.92219206633503,4.60517018598252,4.60517018579177,4.60517018598533,4.60517018578204,4.20725946314377,3.63088130791471
"139",4.60517018560516,4.60517018553296,4.58819934260076,3.2959178491732,4.60517018568302,4.6051701859603,3.95974893976322,4.6051701850919,4.37681071959736,4.60517018595159
"140",4.60517018560401,4.60517018587409,4.60517018588672,4.60517018569095,2.70416223524763,4.60517018564773,4.60517018593567,4.48762441371547,-3.88964751120573,4.60517018583103
"141",4.60517018531161,4.60517018414482,4.60517018560786,4.60517018405021,4.60517018577786,4.60517011946854,1.7424365849413,4.6051701857979,4.60517018583861,4.605170185948
"142",4.37339369866444,4.60517018563119,1.28212186655231,4.60517018572762,4.60517018581641,4.6051701859753,4.60517018508424,2.6611113214763,4.53019186009885,4.60517018478349
"143",3.29407089270729,4.60517018574822,3.14986524605774,4.6051701856433,4.6051701838447,2.23001671141089,4.6051701857097,4.6051701858707,4.60517018584426,2.41147183490049
"144",3.87150194211589,4.60517018594942,4.60517018559454,4.60517018529696,1.82640352223705,4.60517018221929,4.60517018554226,3.905067576579,4.60517018598274,3.13893419535302
"145",4.60517018594787,4.60517018580865,4.6051701838142,3.97577598438575,4.60517018269394,4.6051701858882,4.60517018597462,4.60517018555393,2.24868464565176,4.15185843104012
"146",4.60517018590878,4.48190807280203,1.74917185148269,-0.130488829733565,3.04640560691428,4.60517018572514,4.60517018546666,4.58646597389242,4.60517018581332,4.60517018543236
"147",3.32904154989705,4.60517018529254,4.60517017168046,4.60517018359117,2.76509620198198,4.60517018592781,3.02789680967559,4.60517018561039,4.60517018458405,4.60517018593413
"148",4.60517018509225,3.06005695972287,3.70705707982882,3.68250408780688,4.60517018532363,4.45316076093348,4.6051701859053,4.56679526351789,3.24268315018343,4.60517018554988
"149",4.60517017252742,4.60517018462551,4.60517018561025,4.60517018582202,3.68494842144259,3.87652680323841,2.45034650944827,4.60517018585963,1.8932068201457,4.60517018435258
"150",4.60517018572622,4.60517018596737,4.60517018564229,4.60517018551605,2.06645063558097,4.60517018564467,4.6051701413294,2.3810475407415,4.60517018223537,3.73916536739441
"151",4.60517018592977,3.46264432032433,4.6051701855323,4.60517005643398,4.60517018568835,4.60517018577109,4.60517018591418,4.60517018587279,4.60517018558762,4.60517018487993
"152",4.6051701823782,3.99936064698372,4.60517018569117,1.58358146102821,2.1628238249201,4.60517018383964,4.60517018598019,4.60517018588613,4.60517018589669,4.60517018597918
"153",3.36201569614275,4.6051701854715,4.60517018517742,4.20122473080578,4.60517018350911,4.60517018589569,4.60517018577896,4.60517018582864,3.58838221448244,4.60517018597223
"154",4.45947376656634,2.69004965203504,4.60517018524764,4.10666579025233,4.6051701859622,4.60517018518375,4.60517018571731,4.51196725630699,4.60517018588504,4.55368750315171
"155",4.6051701858341,4.60517018560185,4.60517018260455,4.48843257466311,4.60517018374019,4.605170185647,4.06041568116036,0.46003437838322,4.60517018572224,4.60517018546264
"156",4.60517018588354,4.60517018596678,4.60517018593277,4.60517018559257,2.43649188668896,4.60517018580978,4.60517012095952,4.6051701849598,0.973558947522594,4.60517018591898
"157",4.60517018525162,-1.08173167422093,4.60517018547637,4.60517018534306,3.78871422779056,3.52864606925886,4.60517018584424,4.60517018451985,4.60517018502311,3.555033328641
"158",4.6051701853501,2.76327293907023,3.13695247558978,3.9487986635986,4.60517018332751,4.60517018288395,4.60517018512905,4.60517018568396,4.37025548095583,4.60517018574777
"159",4.60517016400657,4.6051701857892,4.30128295403768,4.60517018477141,4.60517018578108,4.60517018348784,4.6051701859792,4.60517018551854,4.60517018586453,1.05724540923801
"160",3.35089797951538,4.31154855962559,4.60517018560928,4.60517018559739,4.60517018531239,4.60517018567828,4.60517018219366,4.60517018485019,3.37543815409277,4.13330045078003
"161",3.74975091628558,2.36729837201397,4.21409027856347,4.60517018567175,4.60517018507373,4.60517018576882,2.12427640686894,3.41800330738469,3.98467806676511,4.6051701851736
"162",3.72057446995034,4.60517018593517,4.60517018442665,4.60517006497543,4.60517018595468,4.40095902255631,4.60517018591342,4.60517018124565,3.74718188187605,4.60517018594558
"163",4.60517018592591,4.60517018459697,4.60517018511625,4.60517018574967,3.41203812830122,3.41972503337163,4.5747244668409,4.60517018582189,4.60517018582067,4.60517018303377
"164",4.60517018591329,4.60517018576773,4.60517018461186,4.60517017726837,2.96776006901993,4.60517018576041,4.60517018529204,2.59054227127121,4.60517018588621,3.15953423685631
"165",4.60517018532749,4.6051701856118,4.60517018585413,4.43829774890543,4.60517018597715,0.587360282203079,4.60517018490451,4.12427578223695,4.60517018590517,3.79108908349997
"166",4.60517018458728,4.60517018584373,4.60517018589429,-0.199701757208139,4.60517018586082,4.60517018573507,4.60517012354578,0.456451017898512,4.60517018573728,3.65002388552619
"167",4.60517018479933,4.60517018591116,3.60081963248424,4.60517018304239,4.60517018594987,4.60517018593693,4.60517018557002,4.60517018545781,4.60517018576208,4.60517018316686
