"","B01, s2=0.01","B02, s2=0.01","B01, s2=0.12","B02, s2=0.12","B01, s2=0.23","B02, s2=0.23","B01, s2=0.34","B02, s2=0.34","B01, s2=0.45","B02, s2=0.45","B01, s2=0.56","B02, s2=0.56","B01, s2=0.67","B02, s2=0.67","B01, s2=0.78","B02, s2=0.78","B01, s2=0.89","B02, s2=0.89","B01, s2=1.00","B02, s2=1.00"
"11",1.39188310178963,5.99705316129467,1.80673911127901,6.41190927614984,2.24283185199325,6.69381262217888,1.28574422156541,4.08815258628523,1.89605874633359,3.45803604322334,2.18654706912243,6.01040198178468,2.30244368186358,6.39403513622692,2.30172924801614,6.90689943397129,2.12968078334899,6.73485096923784,1.90349123661755,6.10600712613186
"12",2.27504465419565,6.86670733280988,2.19534301799247,6.5494995759147,2.05136348674023,6.65653367236052,0.583598135178285,5.18876831250473,2.29220055314495,6.89737073504735,2.29701641998193,6.90218660592271,2.20976756527746,6.81493775122821,2.26404240205625,6.86921258802609,1.57700040946665,4.27868285551166,1.84339060590375,6.44856079187943
"13",1.54196682218395,6.14713696735294,1.64846055190104,3.25555823308126,2.29071887916981,5.87616891365145,1.42462532632958,4.8825420755444,2.3020706526344,6.22776326913401,2.26262235086116,6.86779253338112,1.10732440633616,5.71249459228503,1.75459866141145,6.35976884734626,1.77137329310477,6.37654347904711,-0.0928159791164376,4.24729303353308
"14",1.92700747832845,6.53217734535576,2.27061167330309,6.87578184942717,0.903754802843769,5.50892498356534,1.28384184010893,3.28073250824347,1.82865447508024,6.43382466089942,2.06335335749026,6.61934894810963,1.87784965546555,6.45090279366374,2.16163540450906,6.76680559045188,2.0328463125314,6.63801649851166,1.73876222924898,6.34393241519081
"15",2.29832624158053,6.90349635311173,0.837448721671997,5.44261890407984,1.93790175514066,6.54307194026426,2.22938052992188,6.83455071571287,2.26988971821407,6.87505990411663,1.08518994511969,5.69036013094362,1.05750842001481,5.66267860594205,2.20307936022087,4.88600448895562,0.578939117855867,5.18410930368174,2.21958705491696,5.21700277585936
"16",2.30045403395633,6.015363596317,2.12322712919162,6.10830785027724,2.30254883112703,6.9077190063699,1.89446428092509,6.49963446615664,-1.22693765373241,2.10860542438256,2.20544096158099,6.81061114683121,1.80572236399234,6.25953119034838,-1.17040144423724,3.20828260044034,2.20383975647121,3.28980593060061,1.93612354677362,5.64103753036983
"17",0.888253663082367,5.49342353067163,2.24982688541984,6.85499706760874,1.27259997970495,5.87777016545188,1.86888031108073,5.93183243020766,2.3025800693898,6.90775025520674,2.28999364531055,6.89516383027618,1.93077445284079,6.53594463869133,2.16411166674771,6.76928185265069,1.91077606462622,6.5159462504825,2.25235143334621,6.85752161929705
"18",0.548358415884138,5.15352828719324,2.14023595414882,6.74540613718354,2.30233720797172,6.90750739357329,2.22110324137144,6.82627342664751,1.94126733589921,6.5464375218738,2.29301499117783,6.89818517559104,1.91079127189984,6.51596145778915,1.40563705531196,6.0108072407792,-0.283760023482216,4.32141016244125,2.03747436281427,4.43234366753842
"19",1.99719025465987,6.60236021602032,1.92694373677678,6.53211391954501,1.74245673413537,6.34762691698569,-2.14429453705088,-0.532480941502683,1.78530959485708,6.3904797808421,1.93858095574829,6.54375114170568,1.95344126409853,6.55861144908017,1.07792476564053,5.68309495147098,1.06749697240704,3.92352518451699,2.21846368883118,6.82363387475851
"20",1.9270018562105,6.53217187022068,2.20832683581477,6.81349702107223,2.29423174343172,6.77084225713361,2.21304502824339,6.8182152135152,1.4609844453044,6.06615463116485,2.29079981901769,6.89597000478444,0.574234237635977,5.17940442328337,2.29388775629725,6.89905794203855,1.87818353681078,2.67117008421729,1.55307071109311,6.15824089704
"21",2.23102329899586,5.28898002988541,1.66534660836616,6.27051678992375,2.11923237658211,6.72440256024089,2.0773618866935,6.68253207139811,2.0620395365465,5.22903667830045,1.62139090438173,4.3863174006388,2.26460928130795,6.86977946716112,2.28459833946677,6.48823053961213,2.27181262240919,6.87698280475055,2.18905124336686,6.79422142695049
"22",2.25154527391032,5.01317961650415,2.13864087384568,6.7438110555915,1.80425101607229,6.40942120129163,2.08086437281055,5.21257107645197,1.90742474531503,6.51259493129685,1.8484197347331,6.45358992071155,1.79041323763759,3.05532845982556,2.27978706657953,3.60301927386033,2.29946913849679,6.90463932435307,2.17940317505892,6.78457336103173
"23",1.8946709798098,5.64769838226039,1.72143742262331,5.22111454473462,1.23383122730478,5.83900141230365,1.59411666134671,6.1992868461717,1.32497060279942,5.93014078727546,2.07476771994457,6.67993790592472,2.13362732124268,6.73879750715176,2.11421322700184,4.95869951251203,0.779688712981951,5.38485889893509,2.26836763331553,6.87353781929593
"24",0.453278240449095,5.05844821091239,2.10243712010919,6.70760730462892,1.94237083057249,6.54754101399035,0.730994331574315,5.05022410393502,2.12703637590444,2.11557525776649,1.70621267272095,4.77718639865184,1.41664624808193,4.12825018938757,2.29976203723156,6.90493222299402,2.23339143345393,6.83856161944146,2.29966433335051,6.90483451932695
"25",1.33214304046919,5.90064562191753,2.29644072759699,4.69769699548366,1.3157580420991,5.92092822754175,2.02869628179382,6.63386646767063,2.29562950237782,6.16666824918369,2.24935802370696,6.85452820966374,2.07340420193293,5.64705978316803,2.09359906576353,6.69876925174948,1.69626603832666,5.1195904423486,2.18264939259905,5.63119079761444
"26",2.20946390617365,6.8146332696748,2.10694012085882,6.71211030628437,1.97833870155185,6.58350888382294,0.570734924426461,5.17590511019486,2.14098443733826,5.19245030661727,2.21724910740004,6.82241929333514,2.30257566110136,6.90774584700206,2.09086513259653,6.69603531857651,2.09476268916981,6.69993287513827,2.18318306626898,6.78835325225174
"27",-0.998226632402805,3.00462062875658,2.22868659497172,6.8338567762525,1.21599849387942,5.67483208866535,0.205243198200286,4.8104133841011,-2.44550185878037,2.15966832672842,2.21785908836208,4.89833757746825,2.3015657080971,6.19466299220298,2.17713248931184,6.78230267529941,1.88732185593389,6.49249204186074,-3.88427200569126,0.720898180295308
"28",1.88622761930765,6.49139568654357,2.2937438753504,6.89698996551909,2.28542545849578,5.52727913835826,2.26639842911133,6.56383547675291,-1.39040444055724,3.21476573447191,2.29288370213156,6.0812387844812,2.19617120306303,3.17880559800187,1.96958232608488,6.57475251196374,1.2589865619409,5.86415674782199,1.49938486809975,6.10455505408291
"29",1.77367247061602,5.38325537064679,2.2861645074338,6.89133469027701,2.06392728073893,5.76952216906534,2.16980142348265,6.77497160920906,1.18249669465105,5.18817175689881,1.74432503323989,6.3494952190056,1.84512553254523,6.45029571849666,2.24862550308018,6.64472334128335,1.94227984154054,6.5474500275194,2.26650239865245,6.8716725845116
"30",1.40546179137033,6.01063178841974,2.29986521377081,6.37469780507836,2.24606311070045,5.10130146305738,1.47222593569748,6.07739612043643,2.28335922872843,5.53761212413131,1.5324781349734,6.1376483207915,2.30020137473782,6.90537156030074,1.79449440546382,4.25358001237603,2.29421436127453,6.89938454518642,1.20716670320084,5.81233688917831
"31",1.85975390673406,6.4649240545611,1.81838674890764,6.28278735262914,1.71163924530999,6.31680943045455,2.16098895717479,6.76615914187519,2.29660841017714,4.47045404506288,1.58571024001435,5.39267254781673,2.08860954724756,3.90452782340252,2.29873303964514,4.45686344511385,0.67969958732445,5.28486977321529,2.11920870119118,6.72437888710985
"32",-1.87674937273147,1.08067888418054,2.26929479775178,6.87446498056772,2.28280764339973,5.65858728663662,2.30122173811063,6.90639192397828,1.03541803337372,5.64058821869085,1.56635974166024,6.17152992698193,2.16803516493054,6.77320535030827,1.95633604647026,6.56150623239779,2.15468529572948,6.75985548168993,1.81800753271142,6.42317771868693
"33",1.37828826766247,4.23730363707523,-0.0643419065216903,4.54082827387035,2.30257151640266,6.5942090154222,-0.0953806959353471,3.22557338111864,0.403315176977607,5.00848536253664,2.14680093415093,6.75197111983081,1.86081554856192,5.56371389791373,2.02866292569765,6.63383311168143,2.28772793877587,6.8928981245904,2.30254173057412,6.90771191628249
"34",1.85323394096503,5.57177328967725,2.2547739119864,6.85994409715208,-0.711037655566273,3.72362393895184,1.92102924619836,2.97812415016804,1.55817404180769,4.67199383312274,2.14896201950295,6.75413220548893,1.35400553521464,5.21300543614589,2.03967813124329,6.64484831650572,2.29243796937268,5.30836188182425,2.30234954819758,6.1346725144235
"35",1.60043631851858,6.20560618214051,1.18843673917102,5.16522866785417,2.30249098587442,6.90766117065609,2.2997804573127,4.41881027851851,-0.155466976718699,4.23064029432747,2.10448678979482,6.70965697575268,1.60294211867213,6.20811230275929,1.94074081836315,6.54591100430767,2.13900317217255,6.74417335797463,2.07284793238151,6.67801811814422
"36",0.362001208318873,4.40337128216066,2.29043622146048,6.89560640504257,2.17408452491916,6.77925470849626,2.30161741888616,6.90678760416343,2.09448093573347,6.69965112171511,2.24724336552519,6.85241355151278,2.30235854700902,6.90752873285045,1.73828119875381,6.34345138465747,1.88243080297272,6.4876009888475,2.04699650166876,6.65216668764577
"37",2.30092253398317,6.90609265860991,2.07703941562754,6.68220921855691,2.19966721850789,6.8048374039578,2.29801478018295,6.59203112008363,2.04279168395387,4.42160272410055,2.20537128629385,6.81054147225761,1.97220844564762,5.66408491081356,1.39077393132435,1.99249999054051,2.15250175120542,6.75767193501216,2.25632119937185,6.86149138478294
"38",2.26346920373243,6.86863893773784,2.30066787910613,6.90583805184434,2.3021043012424,6.90727446589226,2.20068361965088,6.8058538041641,2.1727871239633,6.77795730972686,2.29894672784711,6.90411691324637,1.005866545511,4.99465219859889,0.965797784645133,5.57096796997926,2.22778351635924,6.83295370229268,1.90917035803227,6.23982622171482
"39",2.27367113716406,6.87884115570233,2.29800852022572,6.90317870560081,1.63191848357381,4.54735983297754,2.28427575204627,6.88944593800816,2.28310220303079,6.88827238898821,2.13289816362335,6.7380683495409,0.885331276499358,5.49050146228058,2.2813980106796,6.88656819666029,2.25593738123246,4.83889755453015,2.19630691151522,2.62388961894601
"40",1.39987243764546,6.00504179173595,1.71700085722632,6.32217104262045,2.28961977618371,6.31362553366347,2.21005191673401,6.81522210251749,2.25100947171509,5.58926339348187,1.97889391420726,6.58406409661303,2.2947990887628,6.36653715466966,2.15143383713705,6.75660402311563,1.66164425303612,6.09729363651169,2.1251749237324,6.73034510956924
"41",1.86249360184974,6.46766366551964,1.55646515652086,6.16163533766734,1.38506609248092,5.99023627711236,2.04673087018628,6.65190105215576,2.05390473352695,6.65907491941765,1.00247939601586,5.607649581798,2.24812751655647,6.85329770252758,2.09911998232607,6.70429016781675,2.27292682575811,6.87809701124337,1.42015649373698,5.66335331695558
"42",1.98762465851757,4.35345294969665,2.25491541274326,6.86008559816665,2.1859801441207,6.79115032977871,1.77981494393971,6.38498512740476,1.83061391001056,6.43578409567294,2.27312556619798,6.26230156238995,1.83072182810942,6.43589201405595,2.2908615904327,6.89603177633195,1.26052013542773,4.7421716767673,1.15332499678252,5.75849518268313
"43",1.72503566881977,5.82898384869532,0.0473963017519878,4.65256633584258,1.98372559968602,6.58889578551466,2.27506182510625,4.19813353037874,2.05296497082276,6.6581351564981,2.24365092955598,6.84882111538285,2.29050751929697,6.89567770525059,1.25917169747291,3.23524937092235,1.97785482721386,4.91091600887613,1.93294306144591,4.49387561996582
"44",2.00479654292116,4.68187695004832,2.20827020896144,6.81344036494407,2.30215030307792,5.26295861841434,2.23825476093168,6.84342494604481,2.06364467085942,6.66881485470186,2.29458662507147,6.05587086433827,2.30233688843099,6.90750706768883,2.24488435950515,6.85005454549128,2.29587403013539,6.90104421612085,1.77243507545379,6.15642285063333
"45",1.36363207954884,4.70791782969314,2.19738148696291,6.80255166603614,1.5365791995435,6.14174938237708,0.796253972869408,4.04992929564088,2.27366834147594,6.87883852713703,0.747917894374041,5.35308808035975,1.97424049597223,6.57941068179755,2.20346438843133,6.80863457426209,1.18872371232818,3.64181359900878,2.22949701772507,6.83466720361037
"46",2.16969670305696,6.7748668473904,2.01684305005735,6.62201323306203,2.29967436897597,4.18830679487432,1.45574853734918,3.64437687789816,1.27527101740917,3.64779009021483,1.31179691826694,5.18396763660189,0.359862751050571,4.96503293465854,2.23841592864959,6.8435861144178,2.29529141433895,5.48937456457651,2.06905762275991,6.67422780864783
"47",1.84769973408623,6.45286988666311,1.37874253994421,3.78505414659639,2.17579116279947,6.78096134802508,0.972904237857595,4.83732981455823,2.30184644575037,6.90701663171632,1.59641702398513,5.78228008430737,2.25260753083796,6.85777771663969,2.23174005806884,6.83691022875141,-0.107757319419065,3.7678124875867,1.09715277932861,5.70232296517679
"48",1.97354486622515,4.59191619147532,1.83974107865642,6.44491125732407,2.10605829211879,4.40895528969442,1.92352047951639,4.44408504837354,2.29705831922914,6.90222850500376,2.24934046000509,6.85451064506903,1.82818159420998,4.82557886960815,1.09814746356106,5.70331764954267,0.278032720205431,4.88320290557985,2.29573359075641,6.90090377674187
"49",1.64779681190618,6.25296692681962,2.1890431351603,3.85996833475676,0.618529431851021,1.51530957203042,2.17600484938929,6.78117503338863,2.13632491701553,6.74149510290655,1.4748780524115,5.37090802876521,2.10777678271324,3.24912354635059,2.02124688726751,6.62641707324694,0.85006209420888,5.45523227970412,2.22539443489472,6.71956762896883
"50",0.055997782785255,4.66116724255045,1.860695638786,6.14319896717461,1.81308598455689,6.0620540398756,2.3013127268143,6.90648291189969,2.29645482913155,6.57132350129713,2.28343104361947,6.88860122915669,2.08761151307331,6.69278169902263,2.28748516169524,2.48773789301903,1.17952458952895,5.78469477533865,2.24903537938008,6.85420556534299
"51",1.41335514817217,6.0185250171844,2.28656433698912,6.89173452206138,2.29748904761907,6.90265923175922,2.26214020297023,6.86731038737298,1.61755174903395,6.22272193257321,1.76094087900073,6.36611106432338,2.16550384444125,6.77067403028242,1.52208982142021,5.9216198424806,2.16615972835342,5.72212980597516,2.21186254412061,6.81703273008915
"52",2.13553732440346,6.74070750127862,1.98939220722603,6.16384591659165,2.28160907973703,6.88677926524322,2.19620150671111,6.80137169261856,1.12000118881478,5.72517137419563,1.08820133386766,5.69337151976917,2.27841458575314,6.88358477164761,2.20748495989589,5.39746939855225,2.29383304492185,6.8990032308925,2.28816491081921,3.55024004434807
"53",1.39879369979963,6.00396383266514,2.26554439119651,4.72067250200509,2.27614869988563,6.88131886998317,2.30085298356764,6.90602316914574,2.16251518392524,6.76768536983076,0.735253478923184,5.3404236647694,1.90659340468405,5.73492306826925,2.15633228195136,6.76150246777441,0.379973691013916,4.55585824636326,1.97441243528917,6.57958262126698
"54",2.06090713541499,5.69898550681455,2.09169319025655,6.69686334321011,2.17254834771944,6.7777185335233,1.49123885295273,4.21789695656476,2.23416615612429,6.83933634201041,2.11362577924433,6.33757915125483,1.86931261192454,4.57466399144845,2.10426156329802,6.70943174842495,0.935122914068302,5.17569347989857,2.22704055843951,6.83221074350448
"55",2.30238437503999,6.21293410821994,1.68564015130646,4.0849498279175,1.51342617444064,6.11859636005538,1.05852774111627,5.32473513270507,2.19030294235463,6.79547312786815,1.99673408153632,6.6019042673601,2.30252749616601,6.90769768206931,2.25381526719721,6.85898545317927,1.0466239702431,5.65179415621762,2.21227478682317,6.42299388757553
"56",1.85016832826494,2.9195932249541,2.01763524059417,3.03982969747922,2.28694554699943,6.89211573294823,1.70203268712433,6.3072028713215,1.3965164364743,6.00168662242095,2.02665001132078,6.63182019610154,1.87959208844445,6.48476227426531,2.19996680248379,6.80513698846899,2.29943322101934,6.90460340697337,2.11419853174985,6.19109908254791
"57",1.67297909407773,6.27814927786108,2.09402134432754,6.6991915274847,-0.263048373821729,4.27528339091459,2.22346316800898,6.82863335372696,2.22559951555756,6.83076970151258,0.985788684749693,5.59095887065493,2.24917842672876,6.85434861264595,0.958957213833742,4.39489698146379,2.00057732227629,6.60574750821291,2.11440463407345,1.49710843624965
"58",2.27375619253706,6.87892636653515,2.21732157286787,6.82249174844679,1.81742804089893,4.62241615383859,0.672770659023321,5.27794084450007,1.95285885270957,6.55802903822516,2.06904235779568,6.0337456762681,-0.893313363731963,1.43840768375684,1.15229517051004,-1.62960443383618,2.17099981908103,6.77617000506567,0.520700767761667,-0.362165918121576
"59",2.08897128264294,6.69414139426272,2.29977959224701,6.90494975017322,0.667110937799206,5.27228112336672,2.29636510511983,6.90153529081129,2.29441824783424,6.89958843274729,1.95605931562241,6.56122950158341,2.27372914748452,6.87889933339768,2.29711274637904,6.90228293236071,1.82280476063093,6.42797494657481,1.76996895207932,6.37513913792759
"60",2.21730257597488,5.88763604667878,2.05486784578852,6.66003801177464,-0.480728307379198,4.12444187805677,2.09624836023457,6.30206316761048,-0.39220217635431,4.21296800924004,2.25724037394218,6.25554988136788,2.2885029780648,6.89367316391407,1.53935051321793,6.14452069914837,2.3002411171345,6.54259619367355,2.30010320303182,4.70681979700467
"61",2.02577063792705,6.63094078471283,0.330507649559451,4.93567783515226,2.25484049967384,6.86001068544925,2.2661207399237,4.01398636601284,2.21812884964832,6.59889477291911,2.28744848581812,5.65155217618127,1.90538530200273,5.0635315690447,2.30048385645182,6.90565404242797,1.47583604324907,6.08100622922467,1.60730872308417,5.51359486693363
"62",2.14381202767817,4.08909621016386,1.89046550657587,6.49563569180913,2.14465506467223,6.74982516004381,2.30069105035452,2.91271428187993,2.16165304166086,6.766823226127,1.84751149529602,6.45268168124345,2.17963777620126,6.78480796200874,0.699905316823575,5.30507550280922,2.02303031999185,6.62820050596875,2.18081204534386,6.78598223122225
"63",2.19202833768708,6.79719850172722,2.19455576201889,6.79972594440952,2.1856583903597,6.79082857513189,1.50808111995145,1.60216120088184,0.661655391994756,5.26682557741155,1.64266146581943,6.24783165107806,1.76891840704072,6.37408859297867,1.70103753306876,6.30620771883565,2.30111174872516,6.90628193437507,1.44828560554717,6.0534557915249
"64",2.28906161223165,6.89423178131511,2.17100347691829,6.27201381115037,2.11217467122401,6.71734485418671,2.3015082637101,6.59169792394241,2.29750300612548,6.90267319173014,2.29253371052495,3.32097285716313,2.28441712669968,6.88958731268663,1.95642362426295,5.87704594542851,2.30175810253917,6.20435108762371,2.21378319907163,6.81895338505819
"65",1.80728196672572,6.31127893525115,1.5982181613887,6.20338834615967,-0.602456277732015,4.00271390803236,1.80869798600929,6.41386815448354,1.91196910943206,6.51713928973872,1.94124181102241,6.54641199689596,1.81404102963116,6.41921121557435,-0.599902296301607,4.0052678896478,2.02141296031857,6.62658314617545,2.29740261000262,3.59100440884686
"66",1.77016883727265,6.3753389865376,1.80336219472251,6.40853235203259,1.40134215030033,6.0065123361752,2.30009621364614,6.90526639765528,1.46103508594618,6.06620527188549,1.65909884233967,4.4771072507949,2.20347050395597,2.71729496586539,1.33273708127849,5.93790726725449,2.07493830615141,6.68010849199953,2.25904462390167,6.86421480853645
"67",2.24912734176252,6.8542974930441,2.02501126548947,6.63018144572676,1.83455825270663,6.43972843682682,2.24263976271343,2.90781287069021,2.30104750408124,6.46207285026696,1.44638057322092,3.53213141166148,2.19997611710602,6.80514630240179,0.330307021584616,4.93547720733261,1.4335081021532,6.03867828748915,2.27879473255382,6.88396491853646
"68",1.94452700273962,6.54969706900044,2.05892340665854,6.66409358696251,2.18759925456703,6.74516685462687,2.27694939134745,6.88211957648223,2.2843862468626,5.95137890614427,2.25629527241436,6.86146545673742,2.10632717282763,6.71149735875734,2.21748361915083,6.82265380505918,2.19343522966571,6.53781196728738,2.12413749719727,6.72930768310411
"69",1.30333544136107,5.60244019318765,2.2886450158339,3.08657046341608,2.28129682681976,6.88646701239827,2.08502094168733,6.69019112508609,2.02337504179765,6.17958948301624,-4.6268327086856,-0.021662525416744,1.26727762897771,3.37819136470019,0.743682078287804,5.34885226426529,1.97683372665134,6.58200391236173,2.29731050735742,6.9024806933289
"70",2.27444016443241,6.87961020979344,0.877039458142796,5.48220963677709,1.51580947255663,6.12097965695892,2.26792116846769,5.91877348585007,2.04544577082371,6.65061595679835,2.06928784339868,6.6744580292301,1.86984255478556,5.15687057980958,2.22452357792812,6.8296937624784,2.27830981741789,5.85743986943592,2.13381657632729,6.73898676124762
"71",1.58506699990687,5.26647366313034,2.25433437058677,6.8595045564701,0.528493033552511,5.13366321788526,1.98566214135859,6.59083232732653,1.6022420516787,6.20741223747484,2.23055809981686,6.83572828576844,1.64217051994316,6.24734066175134,1.7539029138543,6.35907309955529,1.41503525708555,6.02020544193746,2.29844829729581,6.90361848328075
"72",2.22446292161987,6.82963309279319,1.41430534399531,6.01947552843662,-0.298075202221662,4.30709497971414,2.16970907936206,6.77487926318974,2.06032039701539,6.56454443386627,0.696171331442614,4.38678246387512,2.25141544345654,6.85658562942136,2.07750297075063,6.68267315648743,2.2726128755601,6.8777830615258,1.66365578887832,6.26882597486306
"73",1.67003767590126,5.06333177247853,1.59277903147958,6.19794920254415,1.59961082615154,6.20478101186553,0.500861593901639,4.04106985453662,2.24460040282281,6.8497705885776,0.783218386162233,5.38838856919052,2.27967083691095,6.88484102263133,1.68113863453536,6.28630882047966,2.06866036444808,6.67383055035293,2.27560984241893,5.72281753286595
"74",2.11316393954547,6.71833395347988,2.00535673468001,6.61052691217253,1.67869592559936,6.28386610727039,2.30156563505058,6.90673582094139,-0.726050448899429,3.87911973706862,2.21497446921774,-1.41377433968839,2.29995786978144,6.90512805576547,2.26106990987446,2.83281708881518,2.11735794593341,6.72252813190286,2.29083675092431,6.89600693688359
"75",1.55649773152686,6.1616676317139,1.68505986658027,6.29023005074879,1.07037514745535,2.20306646473804,2.11763726550465,6.72280745145083,1.67585046298147,6.28102064851592,2.10719730355612,6.71236748950375,2.23137764455321,6.83654783048692,2.22926801972788,6.83443820546169,2.22881279079417,6.83398297673673,1.53845207905459,6.14362226496991
"76",1.55740876400608,6.16257889789802,2.30190290174301,6.9070730815949,2.27138047435807,6.87655065251371,1.74163102837122,5.62804160866292,-0.616849755309907,3.98832043036409,1.76369203327226,6.36886221855033,0.553154475073072,5.15832466105408,1.80875668769383,6.03720622080925,2.30231447130318,6.90748465693311,2.24995486936388,5.00591225656038
"77",1.80043387355585,5.09292785981347,2.14800130122199,6.75317148717343,1.13872340742611,5.74389359117615,-0.689516844787228,3.91565334082929,2.09665641953919,5.83866871448068,1.74293270536656,6.34810289129764,2.26588019406807,3.77790571258879,2.29719647509118,6.40388323611484,2.01791623645023,4.46021059701467,2.1170762418096,6.65758389675352
"78",2.21322905489961,6.81839723731332,2.25640278434859,6.86157296883444,1.96147459221724,6.56664477136913,1.43120210444877,6.0363722902387,2.2295946774436,6.83476486298052,2.16889793242598,6.77406811785335,2.22365872524318,6.82882891119269,1.83022152100436,6.43539170105443,1.85956513761508,3.83606309489025,2.21021423514237,6.81538442097498
"79",2.17260826049954,6.17870460752391,2.30048892156431,6.90565906258217,2.12937820059274,6.73454838574109,2.30137073759039,5.01383117406611,2.26244968291074,3.07890571648613,1.84328868007768,6.44845886446569,1.96613770304545,6.57130788753354,2.26430361248055,6.86947379841553,2.29017789120789,6.89534807605824,2.21127748776996,6.81644767372623
"80",0.746622515461979,5.35179265167477,1.89159458144705,6.49676476383789,2.25101737788962,6.85618756176855,2.12840792302525,6.73357810867207,2.1935291966209,5.29387007659592,1.33800934850373,5.94317953434974,2.15719307685963,6.76236326267572,0.985578448706434,4.82574460089998,0.178133832562395,3.79793144806277,2.22701404712188,6.41943684249409
"81",2.30169523070595,3.69592884933581,2.21093887025177,6.81610905431052,2.28754557531564,6.68738945859253,1.66006754499482,6.26523773072565,1.73638665972415,6.341556845529,2.19328613327157,6.79845631888426,1.75122830776573,6.35639849332004,2.11812680216269,5.05887718308746,2.10689156316977,6.71206174913678,2.28516988138,6.89034006736057
"82",2.22966933834635,4.14081341626894,2.02297181100082,3.96977215103197,1.30167492848039,5.90684511358858,2.13908251558591,6.74425270133538,2.2993186487526,6.90448882725066,2.28969428226041,6.89486446804572,1.50476014991595,6.06873866653569,2.10102676326129,6.70619694908815,0.67933693146955,1.08171465265372,2.04165226305662,6.40913199213526
"83",2.26714697266277,6.87231709116497,2.08561509728889,6.6907852774082,2.17961231594806,3.64603383981693,2.06404843599591,4.82389816019311,2.17082948321713,6.77599966915992,1.0530888248686,5.6582590108347,1.74068810045713,6.34585828612583,2.29433953188389,6.89950971424695,2.29089805290815,6.89606823888943,0.58127038040584,3.41337745209145
