"","B01_50","B02_50","B01_100","B02_100","B01_500","B02_500","B01_1000","B02_1000"
"1",1.93934762126334,5.8513706263788,1.80282249029369,6.40799267495329,2.63209148689015,8.36585190381982,3.1166836761721,8.59224030890755
"2",1.71235085623724,4.90334197622781,2.27836367802053,6.88353385468716,2.9767795515026,8.71688118808453,2.63497933704491,8.17317449208622
"3",0.825419305517819,4.73744230738148,2.2948864733402,6.90005665908593,2.20905811572482,8.42366607656447,3.40487131395173,10.3126265360257
"4",1.90181434895143,5.813837350471,1.20607081194574,5.81124099459028,2.23434963673128,8.44895771109429,3.17216217382838,9.91093294268694
"5",1.29803692338468,5.2100599287818,1.12054690699105,3.41743499206657,1.91571688555331,8.13032498376151,3.24559106542551,10.1533462102753
"6",1.94866124999972,5.86068425268626,2.24447617371034,6.84964635921878,2.69972288735966,8.91433097608495,3.3655525495966,10.2733077163332
"7",1.35740521810516,5.05243821545572,2.30246503202083,3.89525281682064,2.79793734215633,9.01254542605523,1.69491402182553,8.6026692711589
"8",1.83933161469598,5.75135461889278,2.17993752259528,6.78510770777262,3.07448803237673,9.28909611457425,2.52576305159971,9.43351831828181
"9",1.72269912228079,4.92608963004341,1.64913712479293,5.12781144111987,2.31540762549679,8.53001569450345,1.53257020593173,8.44032537215776
"10",1.88113406944029,5.79315704787816,1.18345420987777,5.78862439483095,1.85136147674297,6.10819100886351,3.17169960437923,10.0794548308535
"11",1.72766838497587,5.63969138733247,2.30113620927666,6.90630638682845,2.9324511023035,7.2240786568218,2.72726069958037,9.63501589465761
"12",1.8475443616006,5.75956736634941,2.01838388403475,6.62355406197388,2.94191452701079,9.15652262005676,1.72844558146073,8.19584814589882
"13",1.74191838713625,5.65394139165526,2.1012837847462,6.70645397023293,3.01874808354626,9.23335606190392,2.7069339893734,9.61468922733047
"14",1.94416943851984,3.28061119294303,2.23034632780677,6.83551646930407,3.02903584360678,9.24364393631129,3.25744946672671,10.165204708455
"15",1.77288767281657,5.68491067665003,2.18501832415268,6.79018850985905,3.08537362988653,9.29998171116171,3.17487556578862,8.9427244935946
"16",1.36545085725524,5.27747385906806,2.23126491967058,6.83643500701702,2.0855519435699,7.97189670911445,1.96544306392786,8.87319814212651
"17",1.2138790144805,5.09436777702184,1.75185643043639,6.28795090830117,2.68756984814172,8.02970563802734,3.26899797329509,10.1767532118728
"18",1.80895576294535,5.72097876822258,1.96474661990774,6.12977455347621,2.97715245801123,9.19176054660062,2.21050585399905,7.50592508782131
"19",1.92768216510622,5.83970517016692,1.46500931779755,6.07017950156843,2.83010874440487,9.04471671273512,2.14221133775391,3.98760122947078
"20",1.91948804092923,5.83151099818625,1.45026485419922,4.53281017598043,1.94558251483215,7.67931099247483,3.44419210677131,10.3519473674207
"21",1.30740996030835,5.21943295929537,2.24219752505323,6.84736767827926,1.83282086503533,8.04742896017723,2.45327711579819,9.06656153666552
"22",1.23748729509425,5.14951027155072,2.27780202124148,6.8829722023048,3.09851588004994,6.80456266058769,3.28092491947132,10.1886801482201
"23",1.6442597902997,5.10150162835816,1.76250732828248,6.36767749709469,1.13618523658153,7.35079236154485,3.45076562703093,10.358520816151
"24",1.06641966721335,4.97844267229512,0.593886810829119,5.19905699355067,3.09163957225513,9.30624765234705,3.33153797545719,10.2392932100232
"25",1.56367005443472,4.1635568693185,2.15667976350066,6.76184991336042,2.4658896593088,8.19972565092951,3.44323003442571,10.3509853087729
"26",1.6646262599336,3.84220683545215,2.3025622030982,6.90773238519378,2.94676135841695,7.56724386705218,3.42658116319694,10.3343364384726
"27",1.91022262208261,5.82224562193704,0.50201332951093,1.09045570225422,2.60792202810831,8.82253011775452,3.2243412185976,10.1320963747189
"28",1.89661899552257,5.80864198318407,1.88504997892136,6.49022016368842,3.03019856886431,9.24480665474141,2.79740965337317,9.18469136989643
"29",1.60132765743673,5.51335065702428,2.20697333083217,6.8121435150797,2.85408425772573,9.06869233905525,2.80347745459096,9.71123259607577
"30",1.93360701329822,5.84563001539481,1.66354796603584,5.62616169003597,3.07472878554307,7.33798202071904,3.45264503370743,10.3604002747726
"31",1.94819063343789,5.86021363814463,-2.39686074064167,2.20830942607294,3.08604359970366,8.14770490730655,3.08951274130141,9.99726799838277
"32",0.220741528951692,4.1327645301193,1.73769431066992,4.07761139262763,2.25068924381759,5.43345132415482,2.53796200225656,9.44571722212663
"33",1.95544110478459,5.86746411017791,2.23955116966877,6.84472135447109,3.10322437748238,8.62133473119047,3.38543109994293,10.2931863557267
"34",1.95447825608581,5.86650125737062,1.47180546525934,6.07697565078718,2.70050282500608,8.84521253237006,3.45291400326073,9.27420500878532
"35",1.95046966254001,5.86249265998729,2.25513262635459,6.8603028108471,2.3790572782836,8.02555870734972,3.41619411524823,10.3239493636471
"36",1.66095379028998,1.72572001973518,2.298607935371,4.69206428864968,2.26639491538265,8.48100300402496,3.40458290363279,6.27818102299398
"37",-3.43257007649253,-0.726617724829516,2.08122504580911,6.68639522850494,-1.66410114178791,4.48523961626097,3.12947173514635,10.0372269955118
"38",1.67721370440272,5.58923665931533,0.973102808359002,5.57827299385852,0.489013308611675,5.86237966042887,3.3773139301619,8.78471087812534
"39",1.88786608775449,4.17272224304531,0.00599062813540745,4.61116081015297,2.91666440964684,4.04915016397376,3.30595661516736,10.2137115453729
