"","B01_50","B01_100","B01_500","B01_1000"
"111",3.9120230054188,4.60517018539267,4.40477977121401,4.38800436973514
"112",3.91202300529321,3.7113743418758,6.21460806852456,6.90775527694211
"113",2.21514398256277,4.60517018593807,6.21460809839863,6.90775527333778
"114",3.91202300191027,4.60517018572918,6.21460808820277,6.86828261415513
"115",1.06792974569518,2.14728513488551,4.38542344296627,6.90775527792459
"116",3.91202300518043,4.60517018522449,6.21460808486194,6.90775526026181
"117",3.91202300536101,1.6911963208649,5.76602423696119,6.90775527123799
"118",3.91202300532543,2.15952520867174,6.21460809646049,6.90775527223684
"119",1.37383717516877,4.605170184343,5.95161235111991,6.90775527576182
"120",3.91202300512717,4.37823604343624,3.46564963969928,6.90775527859773
"121",3.91202300274705,2.17155118178351,6.21460807858139,6.04683933077365
"122",1.47835705839333,3.5518197355744,5.52202886638526,4.49129058215061
"123",3.61422273033446,4.60517018574779,6.21460809532545,4.69465500484006
"124",3.91202300542528,4.60517018589104,3.74432620851073,6.90775527745768
"125",3.91202300542624,4.60517018568649,6.2146080982894,5.34978911070948
"126",3.91202300324818,4.60517018556899,5.40459088229937,6.90775526914575
"127",3.91202300527376,3.44308598683545,6.21460809821329,6.90775526283903
"128",3.91202300525797,4.22909034928708,6.21460809514065,5.25142547467181
"129",3.91202300113814,3.61721887005682,6.19995312358324,6.90775527726021
"130",3.91202300539261,2.07018287628645,6.2146080519191,4.998541407696
"131",3.91202300539857,3.00207987046495,6.21460807412453,5.69089289225855
"132",3.91202298785804,4.60517018307583,6.21460809833192,5.18234927788751
"133",3.9120230053215,1.26261259673925,6.2146080949513,6.90775527835871
"134",3.9120230052771,3.58809307227251,6.21460809444787,4.11920501643164
"135",3.91202290303995,4.60517018455641,6.02641547280413,6.70043424246057
"136",3.9120230053324,4.60517018322459,6.21460807517187,6.90775527774309
"137",0.965666808492088,4.60517018594967,6.21460809840229,5.39445887274678
"138",3.91202300528658,4.60517018560017,6.2146080984144,6.90775525480802
"139",3.91202300542043,4.60517018561425,4.76709394140073,6.7002389762439
"140",3.26125074598425,4.60517018421822,4.90748696305013,6.4980953252641
"141",3.91202300528764,2.18396189416963,5.9424752570676,6.90775513361393
"142",3.91202300539481,4.60517018578807,6.21460809433057,6.90775519206534
"143",3.91202300529208,4.60517018330585,6.2146080947428,6.17725062023374
"144",3.91202300539361,2.16035534750991,4.29736166606187,6.9077552700839
"145",3.66157477488585,4.60498105191724,4.11368848974004,6.90775527850946
"146",3.19888400649265,4.60517018575342,5.61315294294351,6.90775518313262
"147",1.22136516138088,4.60517018535943,3.97051739077872,6.90775527845449
"148",1.43558302110691,4.60517018525951,3.01431100227919,6.90775527475336
"149",0.23322213355242,4.60517018596633,5.63928961953094,6.90775527792869
"150",3.45412110474287,4.60517018594899,5.26023171666563,6.907755278818
"151",1.53786889774229,4.60517018588138,6.21460809836412,6.90775527639607
"152",3.91202300470345,4.60517018530908,6.21460809601868,6.90775527774923
"153",3.01750388279549,4.60517018577914,5.19835250072398,6.90775527097992
"154",3.91202300522029,2.05312359812059,6.21460809779863,6.57809414944774
"155",3.91202300457802,4.60517018585424,6.21460808572185,6.90775527544452
"156",3.91202300540567,4.2922012562977,5.55230254498403,6.90775526818942
"157",3.91202300504857,2.22988508703941,6.21460809408489,6.71372170784701
"158",3.69223266973756,4.60517018571247,6.21460809839041,6.33159086711396
"159",3.91202300515012,4.60517018575533,6.2146080878925,6.9077552761716
"160",3.9120230052666,4.60517018456668,6.2146080966736,6.90775527504593
"161",3.91202300534972,4.60517018579313,6.21460809325131,6.81073785008374
"162",0.484785138237196,4.23665974044707,4.61452699635419,6.90775527672093
"163",1.22472201908614,4.60517018547318,5.88920012679144,6.86877725769745
"164",3.91202300533418,1.84621507768487,6.21460809589971,6.90775527681564
"165",3.24665721665971,4.04604372032429,6.10572828073867,6.9077552753036
"166",3.76565629437431,3.01929856895273,6.21460809804861,6.9077552782885
"167",3.2709165944805,4.60517018576706,6.21460800923504,6.90775527117194
"168",3.91202300485751,4.1549084817539,5.83651649081816,6.90775527893959
"169",3.35667547908873,4.1879606277117,6.21460809813746,6.90775527726248
"170",3.91202300540395,4.6051701859535,6.21460781174258,6.90775527765578
"171",3.91202300518801,-1.0274947566687,6.21460809735387,5.80530370887794
"172",3.91202300267455,4.58738370176223,6.21460809676572,2.07147377493015
"173",3.91202300537197,3.88011468523925,6.21460809490918,6.90775527616557
"174",2.63278188434494,4.60517018576315,6.2146080976527,6.90775523555726
"175",1.95133093658663,4.60517018557312,6.21460802705678,4.89667655253311
"176",3.9120230049723,4.60517018576844,6.2146080971383,6.90775527779579
"177",3.91202300534996,4.60517018452269,6.21460809513657,6.90775527882528
"178",3.91202300509699,4.60517018597658,6.21460809739958,5.87380661727877
"179",0.523006481735546,4.60517018337519,3.83841601501243,6.26695944679796
"180",3.70754050887755,4.46976201901585,6.21460809726346,6.90775527789117
"181",1.59520400037651,4.60517018563141,5.58715275508439,6.90775527615943
"182",0.906436988260268,4.60517018571798,6.21460803729903,6.90775526895408
"183",3.91202300524159,3.35131765074273,6.21460809490978,4.83418164953889
"184",3.91202300488062,2.54765711836115,3.5694828385426,6.90775527219671
"185",3.9120230053327,4.6051701792907,2.37286710452906,5.97534945810713
"186",3.91202300508411,4.26175630522165,6.21460809470447,4.92064223193029
"187",3.91202300537449,4.60517018537535,6.21460808172,6.72237388087211
"188",3.91202300532675,4.60517018183774,6.12804048556339,6.90775527872154
"189",3.91202300519047,4.27308883799541,6.00293674624021,6.90775527877975
"190",3.91202300541365,4.60517018577799,6.21460809827113,6.90775527226657
"191",3.74111877059234,2.87071198664871,6.21460807754852,6.90775504296533
"192",3.91202300541051,4.5411622031953,6.21460809718937,6.90775526436568
"193",3.91202300337621,4.60517018445405,6.21460809634695,6.90775526849706
"194",3.91202300368582,1.56635733975222,5.49658035889175,6.90775527458561
"195",3.91202300530104,4.60517018581687,5.78291329666223,6.90775527611549
"196",3.91202300519765,4.60517018123723,6.21460809525351,6.90775527534367
"197",3.51967621326395,4.605170185826,6.21460809328093,6.90775523838295
"198",3.91202300526684,4.60517018560114,6.21460809760373,6.63939188750055
"199",3.91202300512146,2.52414294849581,6.21460808150945,6.58261131406556
"200",3.91202300531865,4.60517018584888,6.21460809452353,5.16762342962852
"201",3.91202300395289,4.18166034958228,6.21460809829793,6.90775526283858
"202",3.91202300540193,4.60517018598619,6.21460808938852,6.90775527814225
"203",3.91202296590443,4.60517018519627,6.21460803617876,6.90775526098793
"204",3.91202300529104,4.19779837878964,6.21460809500968,6.90775527725566
"205",3.91202300442006,4.02059675744012,3.97920029829896,6.90775527818738
"206",3.91202300512176,2.85966908461587,6.21460808107634,5.12003778860947
"207",3.91202300537304,3.13678613016174,4.831491125052,6.48186576653205
"208",3.70346859937945,4.60517018594079,4.11159040363825,6.33442741500107
"209",3.91202300537705,4.50624507071895,6.09728232386868,5.27976524694179
"210",3.91202300541832,4.60517018591621,6.21460808600031,6.90775527668814
"211",3.28275430124892,4.60517018598375,6.15813596084352,6.90775525169568
"212",3.91202300530308,4.60517018589299,6.21460809832999,6.90775527719035
"213",3.91202300521596,4.60517018539372,6.21460809765091,6.8779139467826
"214",3.91202300533709,4.60517018584736,5.90852389897876,6.90775527652164
"215",1.35984270011594,3.84210280251278,6.21460809693767,6.90775527890656
"216",3.91202300531975,4.60517018493523,4.8713192723163,6.90775527890497
"217",3.37771885262345,4.30422041133523,6.2146080969122,5.29005554970712
"218",3.91202300492844,4.36161196467447,5.02893986447796,6.90775526995031
"219",3.91202300521466,4.60517018580428,6.21460785029933,6.90775527888297
"220",3.91202300542574,2.38699427051676,4.70188289583035,6.90775521335127
"221",3.91202300534308,4.60517018351914,6.14502945207187,6.90775526037089
"222",3.44275462727209,4.60517018581989,3.57949908477589,6.90775527813526
"223",2.35862371781421,4.60517018569694,6.21460809534432,6.90775527616631
"224",3.91202300539306,4.46933492909425,6.21460800987788,6.90775526057524
"225",3.91202300451409,4.6051701726174,6.2146080747099,6.90775527050124
"226",3.91202300538512,4.60517018588211,4.33898025868015,6.90775527663891
"227",3.41177714266095,3.30407786612806,5.05130929768177,6.90775524933838
"228",3.91202300509659,4.60517018594026,6.21460808548579,6.90775527767954
"229",3.91202300539618,4.60517018246475,6.21460809549296,6.43213702033557
"230",3.91202300271591,4.60517018596729,6.21460809807397,6.90775527802595
"231",3.91202300540101,4.60517018585212,6.21460809762435,6.80286849776428
"232",3.91202299984235,4.60517018291497,6.21460808499253,6.90775527628028
"233",3.9120230053957,4.60517018585723,6.21460809555288,6.90775527662987
"234",3.9120230053091,4.60517018500305,4.74512957613297,2.67437522261679
"235",3.51948274572491,3.81218948188454,6.21460809540488,5.75519253437648
"236",3.91202300442429,3.74019655354108,5.86805981829011,4.65171573678288
"237",3.91202300241808,4.6051701810157,4.28286401777711,6.90775527859478
"238",3.47928563101182,4.60517015963246,6.21460809417501,6.90775527684286
"239",3.91202300540837,4.60517018557314,4.90757995188511,3.90880793777262
"240",3.67521000710068,4.60517018355301,6.21460809617611,6.90775527419805
"241",3.91202300494368,4.60517018477488,6.21460809551954,6.90775521911985
"242",3.91202300539948,2.95649269962887,6.2146080948356,4.08189186362063
"243",3.91202300528544,4.21356348061589,5.50079152954569,5.79882034892438
"244",3.91202300522736,3.67379944401875,6.21460809765333,6.9077552673001
"245",3.91202300511407,3.52216541344364,6.2146080983978,6.86659275493048
"246",3.32833343483341,4.60517017529965,5.63360655637203,6.90775527862297
"247",3.91202300534398,3.81066803580826,6.21460809358007,5.04916728044509
"248",3.91202300537043,4.60504614860553,6.21460809559082,6.90775526393719
"249",3.91202300539075,3.92836276561354,6.21460809552823,3.3849327316471
"250",2.8740398416838,4.21511606644728,3.55909248578587,6.90775527626238
"251",3.9120230054227,4.60517018559058,6.21460808236591,6.9077552764054
"252",3.91202300502819,4.60517018590807,6.02515395265365,6.90775526998499
"253",3.91202300541687,3.32299377288978,6.21460809347218,5.9743693730054
"254",3.91202300526946,4.60517018572384,6.21460809813883,6.90775527206648
"255",3.91202300459612,4.6051701858273,6.21460809464352,6.62256769846925
"256",3.89728484758163,4.60517018538696,6.08430147378539,6.90775527896642
"257",3.31536762101379,4.47735471340609,6.21460809440904,6.90775524492926
"258",3.91202300504874,2.45854955574395,6.21460809748609,6.35859411432261
"259",2.512553865417,4.60517018594445,5.22326000357819,5.28871515730918
"260",3.91202300535128,4.48876028624029,6.21460809834548,5.49752071457959
"261",3.91202299682925,4.60517018541014,6.21460809835858,6.90775527891867
"262",2.37011204682815,3.50110350236985,6.21460809667853,6.90775527823251
"263",1.03045149466098,3.2989122375344,6.21460809109092,3.97866958629766
"264",3.91202300539592,4.60517018482169,6.02494211657481,5.34460974630395
"265",1.48434556151548,4.59202512183555,6.21460809720116,6.90775527823934
"266",3.91202300503462,4.4787786197179,6.21460809824327,6.90775526947243
"267",3.91202300542283,4.60517018478134,6.21460809519814,6.66955216600638
"268",3.91202299192122,1.62556135342019,6.21460809477873,6.87246522877081
"269",3.91202300528224,4.60517018597685,4.75733665753853,6.90775527817101
"270",3.91202300524634,3.45354262048699,6.21460809670884,6.90775527564199
"271",3.31031877913183,4.60517013031657,4.03368104495189,6.90775527640653
"272",3.91202300535406,4.60517018570549,4.89835175937762,6.78417475752786
"273",2.99128984847347,4.60517018583885,4.53832245791213,6.90775527637607
"274",3.85254103027732,4.60517018592129,4.01750655659455,6.68019913730268
"275",3.91202298250697,4.6051701844636,6.21460809819629,6.9077552782332
"276",3.91188136412838,4.60517018565123,4.88243681810286,5.49801595181083
"277",3.91202300449654,4.60517018589771,5.74598153219065,6.9077552783516
"278",3.91202300501984,4.60517018349265,6.2146080954269,6.90775527748093
"279",3.91202300527443,4.6051701856846,6.21460808098752,6.90775527758962
"280",3.91202300532213,1.3952498673425,6.21460809588024,6.87315368086411
"281",-1.2383510709687,4.6051701857005,6.21460809652166,6.90775526822358
"282",2.981190789842,4.60517018446335,5.04727860291527,6.90775527887507
"283",3.91202300537354,4.01221841194052,6.2146080982773,5.72408995316147
"284",3.91202300531877,4.60517018577667,6.21460809673556,6.90775527871779
"285",3.91202300508088,4.60517018394686,6.21460809398675,6.90775526817862
"286",3.16759333400165,4.60517018552906,6.21460809719699,6.90775527730165
"287",3.91202300524859,3.69871148086555,4.7487106898711,6.90775527885876
"288",0.445437480826925,4.60516988165082,6.21460809735848,5.9283803589239
"289",3.91202300527203,4.6051701859139,6.21460809015909,6.6661542077299
"290",2.8224939809474,-0.324589939877455,1.48964462854576,3.37109544124775
"291",3.63757228598503,4.6051701858268,5.69957643812805,6.90775527797501
"292",3.91202300525833,4.60517018521504,6.21460809841707,6.90775526417593
"293",3.9120230045428,4.60517018587203,6.21460804115861,2.4289006849346
"294",3.91202300526034,4.53668800833628,6.21460809661188,5.9821741581157
"295",3.91202300531704,4.60517018435819,6.21460809803938,4.05696555567886
"296",-0.529280736018826,4.60517018590123,6.21460809439586,6.90775527889531
"297",-0.67793412793382,4.60517018593393,6.2146080965918,5.14880984458313
"298",1.52741187788614,1.57893175967141,6.21460809646643,6.22547835249782
"299",3.91202300489307,4.60517018326788,6.21460809662813,6.43323720773543
"300",3.91202300500763,4.60517018588398,5.57569971940833,6.90775527530639
"301",3.91202300511742,4.60517002545021,6.2146080957383,6.90775527845523
"302",3.86895632735039,4.60517018418581,6.21460808242549,6.9077552781751
"303",3.91202300471583,4.60517016637468,6.21460808169667,4.17250472528445
"304",3.91202300538914,4.60517018593545,6.21460809797958,6.90775527797973
"305",2.96431402407622,4.6051701857655,6.21460809811019,4.56866514126563
"306",3.33819686694829,4.60517018544227,4.86091065153465,6.90775527807529
"307",3.91202300542721,4.6051701855437,3.53093629419806,6.72306066429474
"308",3.91202300510793,4.60517018544945,6.21460809830467,5.64478298010846
"309",0.118163455796477,4.6051701859181,6.01374512530629,6.90775527841521
"310",3.00429916659645,4.60517018580336,3.72344648139816,5.27362385829468
"311",3.91202300532187,4.20717126812215,6.21460809552022,6.90775523943813
"312",3.91202299866964,4.60517018486339,6.21460809689754,6.90775527653062
"313",3.91202300520429,4.60517018584902,6.21460809499106,6.90775527057747
"314",3.91202300408559,4.60517018582205,6.21460809311338,6.90775527889446
"315",3.91202300540903,4.60517018580512,5.07089028185271,5.57192653142278
"316",3.91202300541179,3.25811454950288,6.0116967799415,6.90775527656996
"317",3.91202300516871,4.60517018593812,6.21460808317372,6.90775526855697
"318",3.91202300531651,2.68622048162683,6.21460809551343,6.27986963353368
"319",3.91202300540215,4.60517018522093,6.21460809284352,6.90775521601682
"320",3.91202300539421,4.6051701739968,6.21460809802105,6.90775526544741
"321",3.39864556473034,4.60517018589458,3.75078943370119,6.90775527682962
"322",2.5658922738066,4.60517018423663,6.21460809578497,6.55866523350119
"323",3.91202300509085,4.60517018579,6.21460809825618,6.90775527069917
"324",3.89067690564503,4.60517018572765,6.21460809797404,3.28218513249925
"325",3.91202300475675,4.6051701838433,6.21460809642329,6.90775527668126
"326",3.91202300504359,4.60517018592006,5.52973260966215,6.62197791751095
"327",2.82062505074284,-0.694930345110834,4.11934389146754,6.9077552690552
"328",3.91202300541613,2.11905820919141,6.21460809587006,6.9077552780472
"329",3.91202300540516,4.6051701858972,6.21460808989488,6.90775527788929
"330",3.03480970163711,4.605170185974,6.21460809710527,6.9077552772647
"331",3.91202300514848,4.60517018559932,3.99978682961449,6.75264629625701
"332",3.91202297346224,4.28135464280225,6.21460809836147,6.90775527579848
"333",3.91202300541121,4.60517018462539,4.76486878358001,6.05548615621058
"334",3.91202300491093,4.60517018543971,6.07588446905442,5.63904381263148
"335",3.91202300530842,4.01497396028863,6.21460808358036,6.90775527664061
"336",3.91202300540919,4.60517018527021,6.21460809483756,6.90775524355547
"337",3.9120230032654,4.60517018590438,4.20157269635493,6.43431375760196
"338",3.91202300516581,4.60517018597052,2.61932858436685,6.34199002746413
"339",3.9120230039696,-3.01944957000206,6.21460809837922,6.90775527096753
"340",3.91202300542687,4.60517018559929,6.21460809674008,4.35780178862177
"341",2.85287448125251,4.6051701859135,6.21460808505077,5.98902531510799
"342",3.91202300532843,4.21196211048706,5.68120852614389,6.9077552749502
"343",3.57842767199688,4.60517018437553,5.3050125761869,6.03546856394433
"344",3.91202300505953,1.45444052948362,6.21460809823711,6.90775522573125
"345",3.91202300521456,1.64000039559937,6.21460809824055,6.90775527891742
"346",3.91202300417081,4.60517018529367,6.21460809666348,6.90775527814316
"347",0.0554883536825255,4.60517018584243,6.21460809609368,6.90775506858643
"348",3.91202300539432,4.60517018584394,4.10007431882065,6.90775527863786
"349",3.91202300506932,4.60517018563424,6.21460809588729,6.90775524642214
"350",3.91202300526673,4.60517018595774,6.21460808127705,6.9077552755233
"351",3.91202300538967,4.60517018439117,6.21460809511933,6.90775527741778
"352",1.87773405388684,4.60517017823383,6.21460809313348,6.90775527700271
"353",3.91202300480201,4.60517017090699,2.51290882612921,6.9077552745656
"354",3.9120230053674,4.60517018586427,6.21460807200816,5.8396908797439
"355",3.01895354956839,4.60517018555822,6.21460808072874,6.90775527818323
"356",3.49079439429753,4.4556604048593,6.21460809830435,6.907755277136
"357",3.91202300402757,4.32569953595072,6.21460809819705,6.90775527496663
"358",3.91202300535708,4.15831023226136,6.21460809695569,6.90775527790714
"359",3.91202300506844,2.04636909819317,5.71192294267502,6.90775522761714
"360",3.91202300432548,4.60517018578666,6.21460809801547,6.29240403876344
"361",2.11704283472788,4.60517018573227,6.214608097994,6.90775527825258
"362",3.91202300509418,4.60517018566815,3.18160789101387,6.90775527248832
"363",3.91202300540919,2.48192756001772,6.21460807812301,6.90775527789043
"364",3.29054422621726,3.13299712950115,6.2146080952762,6.90775526897841
"365",3.91202300249158,4.60517018593524,5.89750204488874,6.16877464086178
"366",3.91202300535567,4.6051701859806,6.21460809611628,6.9077552719578
"367",3.91202300530582,4.60517018555394,6.21460809598645,6.90775527831408
"368",3.91202300500978,4.60517018569943,5.7711207729801,6.68465366557894
"369",3.91202300532126,4.60517018588897,6.10732880308927,6.90775527297615
"370",3.81122291869045,4.60517018573813,6.21460809828432,6.64052226629451
"371",3.06532237775366,2.44167671184555,5.45069484963113,3.74040633285369
"372",3.91202300531715,4.60517018408753,6.21460808107591,3.04398283802527
"373",2.89733309698632,2.85613141083011,6.21460801744873,6.9077552701587
"374",3.91202300387815,4.60517018590568,6.21460809803722,6.90775527801981
"375",3.91202300490927,4.60517018558948,2.45684497029829,6.90775527855482
"376",2.98849768128217,4.60517018521977,6.21448404219583,6.90775527631348
"377",2.25211535207766,4.60517018436543,6.21460809776394,6.90775527755068
"378",3.91202300540306,4.60517016735666,6.21460809807374,6.90775527892481
"379",3.37623294641774,1.25532719261115,6.21460809540307,6.9077549373954
"380",3.91202300479845,4.60517018584743,6.21460807875904,6.37093633767029
"381",1.5927271923879,4.19585152729621,6.21460808886967,6.907755278266
"382",3.23480999750264,4.0014594350709,6.21460809841463,6.90775527481247
"383",3.91202300527989,4.60517018578804,6.21460809058595,6.90775527796467
"384",3.91202300517417,4.60517018483205,6.21460809397911,6.90775527245813
"385",3.91202300540913,4.60517018571102,6.21460808804866,6.90775527699452
"386",3.91202300479367,4.60517018597095,4.71869952866402,6.90775527881846
"387",3.91202300349213,4.60517018244693,6.21460809828434,6.90775523137739
"388",3.91202300530695,4.60517018589277,6.21460809672178,4.17693615521102
"389",3.91202300511383,4.36258217973739,6.2146079971709,6.90775527760678
"390",3.872334999658,4.60517018557909,6.21460809730848,6.38458076919829
"391",3.91202300542052,3.83936603778263,6.21460797837156,6.90775527847308
"392",3.91202300456712,4.6051701858832,4.85126812755095,6.90775527799724
"393",3.91202300406091,4.60517017652766,6.21460808981897,6.90775527731989
"394",-4.50663845451878,4.60517018227331,5.88356604532137,6.90775527722462
"395",3.25791629052326,3.89287298549836,6.21460809781124,6.90775527785081
"396",3.9120230036971,4.41422546708953,6.21460809646962,6.90775527708416
"397",3.91202300537309,3.62804949773204,6.10935657326661,6.90775527787559
